street_fi,street_sv,lono,hino
Haarapurontie,,3,
Haukipurontie,,55,121
Heikinmäentie,,80,
Isokoskentie,,2,46
Kaijantie,,3,735
Keskivahangantie,,369,1091
Koivikkoniementie,,45,45
Kontiomäentie,,300,
Lamminmäentie,,32,80
Lohilahdentie,,13,
Mikkolantie,,11,27
Mustapuro,,,
Niementie,,3,65
Ristisuonahontie,,90,
Saarelantie,,62,
Soinintie,,1560,2067
Sääkslahdentie,,170,
Sääksniementie,,200,204
Taimistontie,,19,130
Vahanka,,,
Valkkunantie,,24,30
Varjolantie,,19,60
Vehkaperäntie,,82,886
