street_fi,street_sv,lono,hino
Aisakellontie,,1,24
Elokatu,,1,27
Friitalantie,,1,16
Hakotarhantie,,1,15
Harjutie,,5,46
Harmaalinnantie,,1,23
Hevosenkenkä,,1,18
Hiirakkotie,,1,13
Hiitolantie,,1,12
Honkaluodontie,,3,100
Honkaluoto,,,
Honkapuistontie,,40,101
Huovinpolku,,1,9
Huovitie,,1,4
Härmäntie,,1,10
Kannustie,,1,11
Kartanonkuja,,1,6
Kartanonranta,,1,33
Kartanontie,,1,59
Katinkuruntie,,278,
Kehäkukantie,,1,46
Kiesitie,,1,16
Kuriirintie,,2,14
Kurjenpolventie,,1,8
Kärrytie,,1,10
Liinakkotie,,1,24
Linjatie,,1,21
Loimitie,,1,12
Loppupää,,2,8
Mäkipuistonkuja,,1,8
Mäkipuistontie,,3,27
Mäntykatu,,1,21
Niittykatu,,1,40
Niveltie,,3,
Pehtoorintie,,1,12
Perämäentie,,17,29
Päivikinkuja,,2,
Päivikintie,,3,15
Rahtitie,,1,
Ratastie,,1,8
Raudikkotie,,1,14
Rekitie,,1,10
Rouhetie,,,
Rusthollinpolku,,4,
Rusthollintie,,2,6
Ruunatie,,1,25
Ruuskantie,,,
Satulatie,,1,12
Sepänpellontie,,1,37
Sorvatie,,3,16
Taaratie,,10,12
Talkootie,,1,18
Vanha Harmaalinnantie,,1,36
Vankkuritie,,1,9
Vilkintie,,1,19
