street_fi,street_sv,lono,hino
Ahtaajankatu,Stuvaregatan,5,13
Aleksanterinkatu,Alexandersgatan,1,80
Bladhintie,Bladhskavägen,2,80
Cneiffinpolku,Cneiffs Stig,,
Guss Mattssonin Katu,Guss Mattssons Gata,2,12
Herrmansintie,Herrmansvägen,94,
Kalasatamantie,Fiskehamnsvägen,30,180
Kalastajankatu,Fiskaregatan,1,27
Kantatie,Stamväg,67,191
Kapteeninkatu,Kaptensgatan,1,10
Kirkkokatu,Kyrkogatan,1,80
Kirkkotori,Kyrkotorget,3,5
Kneiffinpolku,Kneifensstig,1,16
Koivusaarentie,Björkholmsvägen,49,
Koulukatu,Skolhusgatan,1,17
Kuningas Kustaan Aukio,Kung Gustafs Allé,7,
Lampurinkatu,Schäfergatan,12,32
Lautatarhantie,Brädgårdsvägen,2,43
Luotsikuja,Lotsgränd,1,8
Marianrannankatu,Mariestrandsgatan,1,80
Marieberg,,20,
Merimiehenkatu,Sjömansgatan,1,8
Myllyniemi,Kvarnudden,10,40
Perämiehenkatu,Styrmansgatan,1,
Pihlajakari,Rönnskärsbådan,,
Pihlajasaaren Huvilatie,Rönnskärs Villaväg,67,
Prinssi Eerikinkatu,Prins Eriksgatan,1,30
Puistokatu,Parkgatan,2,18
Pukkisaarentie,Bockholmsvägen,10,
Puutarhakatu,Trädgårdsgatan,1,3
Pyhän Eskilinkatu,Sankt Eskilsgatan,2,30
Raatihuoneenkatu,Rådhusgatan,1,79
Roopertinkatu,Robertsgatan,9,85
Ruotsinkatu,Sveagatan,1,20
Salmikatu,Sundsgatan,1,10
Satamakatu,Hamngatan,1,37
Sulkukatu,Slussgatan,9,12
Suutarinkatu,Skomakaregatan,8,19
Syväsatama,Djuphamnen,,
Telakkakatu,Varvsgatan,2,4
Teollisuuskatu,Industrigatan,1,6
Tervahovinkatu,Tjärhovsgatan,1,19
Tähkänkatu,Tähkägatan,2,10
Ukonkari,Gubbholmen,5,
Ukonkari Itäinen,Gubbholmen Östra,,
Ulkosatamantie,Ytterhamnsvägen,15,191
Vuorikatu,Berggatan,8,73
