street_fi,street_sv,lono,hino
Aidantaipaleentie,,1,16
Akkolankari,,1,
Akkolantie,,34,89
Annanperäntie,,31,111
Apajantie,,46,63
Auskarniementie,,25,98
Auttu,,1,
Auva,,2,11
Faarelmainen,,1,
Foudilantie,,9,80
Haagantie,,,
Haahdenniementie,,12,258
Haapaluoto,,1,9
Hagantie,,2,20
Hakalantie,,1,10
Hannuruonanluoto,,1,
Haravuorentie,,29,49
Harjallinen,,1,
Heikinmäentie,,1,29
Hellemaantie,,1,16
Hellemäentie,,1,18
Hellevuorentie,,1,5
Hevoshaanpolku,,4,
Hevoshaantie,,1,5
Horjantie,,2,62
Huhtalantie,,2,
Hunkeri,,1,
Hussunkari,,1,
Iskolan Kalaranta,,1,
Iskolantie,,9,741
Iso-Kärvänen,,1,
Iso-Paasi,,1,
Iso-Pässi,,1,
Iso-Tamminen,,1,12
Jaakkolankuja,,3,19
Johanneksenkari,,1,
Järvensuuntie,,2,22
Kairamaa,,1,115
Kaita,,1,100
Kaksostenkari,,1,
Kaksostenrantatie,,44,153
Kalliokuja,,2,9
Kalliolantie,,2,75
Kalluodontie,,12,142
Kaukolanlahdentie,,12,85
Kaukolantie,,343,
Kiimantaantie,,30,76
Killaistentie,,2,373
Kirkonsalmentie,,29,68
Kivimäentie,,14,24
Koivuluoto,,1,
Kollolantie,,1,9
Kotiahontie,,1,19
Kotirannantie,,31,51
Kotometsäntie,,1,7
Koukkuniementie,,9,37
Kouvolantie,,24,189
Koverinlahdentie,,22,181
Koverintie,,22,598
Krouvinsannantie,,36,68
Kräkiläntie,,13,97
Kukolaistentie,,1,595
Kuusniementie,,2,110
Kyläntie,,8,124
Kärniementie,,23,166
Käyräntie,,15,87
Lahdelmantie,,2,32
Lahdenniituntie,,67,88
Leipäkuja,,1,8
Lepistöntie,,23,126
Leppäkarintie,,45,71
Letonnokantie,,14,16
Liianmaantie,,43,215
Lossintie,,3,28
Lukkaraistentie,,1,50
Lähdekuja,,1,8
Merenhelmantie,,16,35
Merimaskuntie,,59,826
Meripirtintie,,1,20
Mettäpellonkuja,,1,4
Minkkitarhankuja,,1,4
Molsunmutka,,30,
Muntterintie,,1,20
Muonarengintie,,1,9
Mäkiläntie,,1,21
Mälsäläntie,,10,140
Mäntylänrinne,,1,10
Mäntyrannantie,,2,100
Niemeläntie,,11,43
Niittuluoto,,4,12
Niittupolku,,1,7
Niittyvahdintie,,13,
Omenamäenpolku,,1,
Oulantie,,18,48
Paltteentie,,1,19
Patakalliontie,,14,135
Perkontie,,2,15
Pestikuja,,1,4
Pirttikuja,,1,3
Pohjalaistentie,,25,99
Ponsaarentie,,1,163
Päkinniementie,,50,108
Rajatie,,2,30
Rantahaantie,,11,46
Rantalantie,,13,83
Ranthuoneentie,,2,
Rauduistentie,,36,275
Raumanniituntie,,25,63
Ritaniementie,,1,9
Rymättyläntie,,751,833
Salapellontie,,9,25
Salmenrannantie,,13,17
Sammalkuja,,1,4
Sannaistenlahdentie,,25,58
Sannaistentie,,3,39
Sipintie,,19,103
Suvilantie,,25,
Säijäntie,,10,40
Särkän Rantatie,,4,6
Taattistenjärventie,,11,97
Taattistensaari,,1,
Tamsaarentie,,36,80
Tanskilantie,,33,116
Timonpolku,,2,4
Topinpolku,,1,3
Tupalahdentie,,83,
Tärkkisten Rantatie,,1,129
Tärkkistenkuja,,3,9
Tärkkistentie,,1,12
Uimarannantie,,3,87
Urpukuja,,1,11
Vaarnantie,,5,43
Vainimäentie,,3,43
Vainionperäntie,,42,62
Vaiviontie,,14,175
Vanha Tärkkistentie,,21,23
Vapakarintie,,15,40
Varpusuontie,,2,12
Vasikkahaanpolku,,1,3
Vesiorvontie,,6,66
Vähä-Paasi,,1,
Vähätalontie,,3,32
