street_fi,street_sv,lono,hino
Ahokuja,,2,4
Alatie,,1,5
Asematie,,5,19
Autiolahdentie,,21,31
Eerikinkuja,,1,3
Eskelinsaari,,1,
Eskelintie,,65,
Etelätalontie,,2,21
Fototie,,3,
Giscardintie,,57,
Golftie,,14,
Hakatie,,1,9
Hallamäentie,,451,
Hanneksenkuja,,1,12
Havukkakangas,,15,122
Havukkakankaantie,,106,
Havukkamäentie,,47,
Havukkarannantie,,8,132
Heikinkuja,,1,4
Hiihtäjäntie,,1,8
Honkaniementie,,62,149
Honkatie,,2,28
Hoviniementie,,12,40
Häkkiläntie,,17,73
Iidantie,,2,
Iitosenrannantie,,49,132
Iitosentie,,1,
Joenvarrentie,,21,37
Jokijärventie,,15,31
Joroisniemenkehätie,,143,686
Joroisniementie,,2,36
Joroistentie,,2,11
Juuriontie,,42,
Järvikyläntie,,39,215
Kaitaistentie,,45,117
Kalmavuorentie,,5,37
Kanamäentie,,9,
Kanavaranta,,50,
Kanavatie,,66,96
Kansalantie,,1,86
Karjalanniementie,,63,
Kartanotie,,4,141
Kelvontie,,21,50
Keriharjuntie,,88,
Keriniementie,,51,127
Kerisalonsaarentie,,225,1049
Kerisalonsaari,,957,
Kerisalontie,,20,214
Kermiläntie,,70,109
Kinnarilantie,,54,951
Kirjurintie,,1,10
Kirpuntie,,30,64
Kisakuja,,1,14
Kiviniementie,,26,72
Kivirannantie,,12,127
Koiraharjuntie,,11,17
Koirasaarentie,,71,
Kontintie,,33,
Korkeakangas,,635,
Korterannantie,,24,85
Koskentie,,1,288
Kotkantie,,43,133
Kotkatlahdentie,,3,682
Kotkatsalmentie,,82,162
Koulutie,,1,30
Kuhaniementie,,87,106
Kuopiontie,,26,483
Kurjenrannantie,,15,80
Kuvansintie,,18,254
Kärängänraitti,,120,
Köykkääntie,,9,331
Lahdentie,,2,76
Laitilantie,,84,535
Lammasmäentie,,31,97
Lampaankuja,,1,8
Lamposaarentie,,52,
Lasuntie,,24,
Laurinkuja,,1,8
Lehtotie,,7,
Leinosenniementie,,66,147
Lentoasemantie,,130,
Lentokentäntie,,4,131
Leppätie,,2,12
Lietteentie,,58,177
Linnantie,,105,195
Liunantie,,5,79
Malminkuja,,1,23
Mansikkatie,,7,90
Martankuja,,3,10
Mikkelintie,,1,635
Mikonkoskentie,,76,212
Mikonkuja,,1,41
Mikonniementie,,20,110
Montiontie,,9,212
Motellikuja,,1,
Multatie,,1,191
Murintie,,29,236
Mustaniementie,,1,87
Mutalantie,,1,14
Mäntytie,,3,8
Nevakorventie,,115,157
Niittypolku,,1,10
Nikentie,,19,
Notkolantie,,55,65
Nummintie,,46,
Nuotniementie,,100,
Nykäläntie,,2,
Omaniementie,,10,48
Opintie,,1,7
Paajalantie,,127,221
Paatistentie,,26,61
Paattikanavantie,,1,84
Pajatie,,1,
Palkealantie,,1,4
Pappilantie,,1,4
Paronraitti,,24,30
Paronranta,,,
Parontie,,68,234
Pekantie,,4,14
Pekintie,,,
Pekkalantie,,1,17
Peltoharjuntie,,,
Pieksämäentie,,3,267
Piippukuja,,1,3
Pirssalantie,,19,
Poste Restante,,,
Puistokuja,,1,4
Raasulinkuja,,1,5
Raivatie,,1,35
Rajatie,,3,29
Rantahovintie,,,
Rantalantie,,30,55
Rantasalmentie,,365,1110
Rantatie,,67,
Rapilankatu,,6,8
Rauduntie,,1,
Riekkisentie,,22,54
Riihikuja,,1,5
Rinkiläntie,,14,88
Ruuttulantie,,45,145
Räisälänrannantie,,173,177
Sairaalatie,,1,3
Salmenrannantie,,83,319
Saraseläntie,,18,52
Siilintie,,1,5
Sompatie,,1,22
Sopukantie,,31,67
Soratie,,1,7
Sumpulankuja,,1,3
Suonsivuntie,,83,123
Suotie,,1,9
Sydänmaantie,,510,786
Syväharjuntie,,2,390
Tahkorannantie,,3,671
Takkilanrannantie,,2,45
Takkilantie,,4,6
Tamsinniementie,,,
Tamssinniementie,,6,146
Teollisuustie,,8,
Tervaniemi,,31,33
Tiiliruukintie,,7,17
Torstiahontie,,56,62
Torstilantie,,1,197
Tuohilahdentie,,52,518
Työkuja,,1,6
Urheilutie,,1,39
Uunonkuja,,1,12
Uusitie,,1,15
Vanha Takkilantie,,4,
Vanhatie,,2,15
Varkaudentie,,10,
Vaskelantie,,18,118
Vehmaisentie,,1,
Veikonkuja,,1,7
Viertotie,,1,41
Viholanniementie,,110,700
Vihtaniementie,,97,
Villantie,,20,106
Virranniementie,,28,98
Virtasalmentie,,,
Vuorilammentie,,42,
Väinönkuja,,1,8
Välitie,,1,15
Vättiläntie,,1811,1908
Ylätie,,1,18
