street_fi,street_sv,lono,hino
Ainolanvainiontie,,2,11
Ainontie,,2,20
Annalinkatu,,1,29
Apilatie,,1,19
Asentajankatu,,2,18
Blomsterinkatu,,3,27
Eeliksentie,,1,15
Eerontie,,1,6
Esterinkatu,,1,13
Hakkaraisentie,,5,46
Hankokuja,,1,12
Haraldintie,,1,8
Haravakuja,,2,6
Harjutie,,1,36
Haukiojankatu,,1,21
Havukantie,,2,12
Heikkurintie,,4,7
Helläläntie,,2,32
Hemmingintie,,1,8
Hietakuja,,1,7
Hietasentie,,1,22
Holmantie,,2,49
Hyppyrimäentie,,1,9
Hyvärisentie,,1,28
Itteliinintie,,1,66
Itärinne,,1,6
Jaakonkatu,,1,6
Kaikkosenkuja,,,
Kalanderintie,,,
Kanervakuja,,3,6
Karhekuja,,1,5
Karkuksenkatu,,1,5
Karpalokuja,,3,6
Katajapolku,,,
Katajarinne,,1,12
Katrinkatu,,1,6
Keisaarentie,,1,20
Kellonsoittajantie,,1,12
Kelukatu,,2,10
Kemoffinkatu,,1,6
Kerankatu,,,
Kesäranta,,,
Kihokinkuja,,3,6
Kipusentie,,1,6
Kirkkoputaantie,,1,23
Kirkonmäentie,,1,85
Kisarinne,,2,
Kokkokankaantie,,1,14
Kortelaisentie,,3,10
Korttilankatu,,1,28
Korvankatu,,10,
Kristinebergintie,,1,6
Kromitie,,131,1013
Kyröntie,,1,15
Käpyrinne,,1,21
Laturinne,,1,8
Lepolantie,,1,5
Lohelankatu,,2,20
Lumitie,,1,5
Lyylintie,,4,
Lähteentie,,1,14
Länsirinne,,1,7
Mariantie,,1,10
Martinintie,,1,7
Mattilankatu,,,
Mekaanikonkatu,,1,6
Mellakuja,,1,8
Mesikuja,,1,3
Metallimiehenkatu,,1,9
Metsärinne,,1,5
Metsävainiontie,,1,25
Mukkatie,,1,17
Mäkiäijäläntie,,1,29
Mäntyrinne,,1,7
Märthantie,,2,26
Neulojankatu,,1,14
Niementie,,20,
Nilspetterintie,,1,14
Närerinne,,1,16
Näätsaarentie,,2,427
Oppilantie,,1,6
Otuntie,,8,60
Palsipolku,,1,11
Parasniementie,,1,115
Parasniemi,,,
Paukkulantie,,1,8
Perhokuja,,1,7
Piimäjuova,,105,225
Pirkkalaisentie,,,
Pirkkiöntie,,27,115
Pirkolantie,,2,24
Ponkalantie,,1,10
Poolakatu,,1,19
Porrasperäntie,,7,29
Preekintie,,9,75
Prännärintie,,1,33
Pukulmintie,,73,
Puolaajankatu,,1,13
Puomikatu,,1,4
Puotikarintie,,1,9
Rainerinkuja,,1,3
Rantaäijäläntie,,2,22
Ratatie,,1,5
Ratavarrentie,,1,33
Rolfinkuja,,1,3
Röyttän Satama,,,
Röyttänmäenkatu,,2,8
Röyttänrinne,,,
Röyttäntie,,,
Saarelankuja,,1,12
Saarelantie,,2,6
Salmaajankatu,,,
Salmenkatu,,,
Santalankuja,,1,10
Sapilaskuja,,1,16
Saumaajankatu,,1,21
Seiväskuja,,2,10
Selleenkatu,,5,281
Selmantie,,1,7
Siikalankatu,,,
Sompatie,,1,24
Soratie,,1,15
Suksitie,,,
Suvannontie,,1,13
Suviranta,,1,
Suvitie,,1,6
Sänkikuja,,2,
Tasalankatu,,1,5
Tukkiniementie,,1,9
Törmäkuja,,5,8
Urkurintie,,1,14
Vanha Pappila,,,
Viirikuja,,3,
Viiripolku,,3,
Vuosaarenpolku,,4,
Väinöläntie,,1,29
Ylimäenkatu,,2,6
Äijäläntie,,2,20
