street_fi,street_sv,lono,hino
Adantpolku,Adantstigen,2,19
Brissaksentie,Brissasvägen,1,
Ediksentie,Edisvägen,2,
Fariinitie,Farinvägen,3,6
Harju,Åsen,1,
Hemvikinkuja,Hemviksgränden,1,8
Hemvikintie,Hemviksvägen,1,36
Humalistonmäki,Humlegårdsbacken,1,22
Hupisaarentie,Kaffeholmsvägen,,
Kantvikintie,Kantviksvägen,1,40
Keittäjänrinne,Kokarbacken,1,8
Kidetie,Kristallvägen,1,21
Kolsarintie,Kolsarvägen,1,20
Kummi,,,
Kummihovi,,,
Leppäkuja,Algränden,1,7
Linkoojanrinne,Slungarbacken,1,8
Metsäpolku,Skogsstigen,2,20
Niittypolku,Ängsstigen,1,26
Pajukuja,Videgränden,1,6
Pontanintie,Pontansvägen,1,9
Pulmutie,Pulmuvägen,1,8
Päivätie,Dagvägen,15,31
Rajakallio,Råberget,3,
Rajakalliontie,Råbergsvägen,2,29
Ristikalliontie,Korsbergsvägen,1,46
Satamatie,Hamnvägen,64,
Siirappitie,Sirapsvägen,2,7
Sirkkutie,Sirkkuvägen,2,8
Sokerimestarintie,Sockermästarvägen,6,133
Sokeripolku,Sockerstigen,1,5
Sokeririnne,Sockerbacken,3,26
Sokeritehtaantie,Sockerbruksvägen,5,96
Toppapolku,Toppstigen,1,7
Vuohimäentie,Getbergsvägen,91,177
