street_fi,street_sv,lono,hino
Aallokontie,,21,51
Alhontie,,6,22
Einarinkuja,,4,20
Einolankuja,,35,121
Hattarantie,,1,40
Honkasalontie,,29,81
Hopeatie,,29,36
Hovilantie,,2,146
Hämeentie,,108,249
Ilmarintie,,16,20
Kantolantie,,3,42
Kaunismäentie,,5,
Kivenkulma,,2,19
Kolinintie,,2,8
Korpimäentie,,59,
Korpitie,,15,17
Korvenniityntie,,2,74
Kuoppamäentie,,73,83
Kuperkeikka,,2,8
Kuusistontie,,12,81
Lehmusvaarankuja,,90,
Lähdemäentie,,15,64
Maurintie,,2,30
Muuntamontie,,2,59
Myllyniementie,,2,14
Nukarintie,,4,302
Nummenniityntie,,4,410
Osuustie,,2,18
Penttiläntie,,28,
Pertuntie,,291,
Perälänkuja,,3,24
Peräläntie,,23,323
Petäjäseläntie,,5,26
Pikunmäentie,,10,133
Puutarhatie,,1,74
Raalantie,,640,970
Rantakulmantie,,239,665
Rauhaniementie,,126,469
Ridasjärventie,,25,53
Salmelanmäki,,19,79
Saukontie,,16,58
Solbackantie,,11,
Sopusalonkuja,,1,8
Sopusalonpolku,,5,17
Sopusalontie,,8,42
Sorsalammentie,,24,120
Suomiehen Koulutie,,5,178
Suomiehentie,,220,
Syvänojantie,,5,230
Tiensuunkuja,,1,11
Uunimäentie,,1,7
Vanha Hämeentie,,860,989
Vanha Jokelantie,,32,150
Vantalantie,,1,88
