street_fi,street_sv,lono,hino
Aamuruskonkuja,Morgonrodnadsgränden,5,15
Abrasinkuja,Abrasgränden,8,14
Abrasintie,Abrasvägen,16,192
Andersberginpolku,Andersbergsstigen,8,35
Andersbergintie,Andersbergsvägen,51,55
Andvikinkuja,Andviksgränden,6,17
Ankarsintie,Ankarsvägen,43,
Ankkuririnne,Ankarbrinken,1,10
Anneberginkaari,Annebergsbågen,20,
Annebergintie,Annebergsvägen,1,36
Artur Lindholmin Tie,Artur Lindholms Väg,18,36
Aurapiha,Plåggården,,
Auratie,Plogvägen,1,22
Bergkullantie,Bergkullavägen,5,84
Bergstadintie,Bergstadsvägen,45,144
Bockholmintie,Bockholmsvägen,3,32
Bondarbyntie,Bondarbyvägen,80,142
Brobackantie,Brobackavägen,9,36
Bronkuja,Brogränden,1,
Bronpolku,Brostigen,2,
Bronrinne,Brobrinken,1,3
Brontie,Brovägen,1,11
Broåkerintie,Broåkersvägen,11,99
Brunnebergintie,Brunnebergsvägen,4,104
Bölentie,Bölevägen,89,
Djupuddintie,Djupuddsvägen,1,120
Dragetintie,Dragesvägen,1,108
Drusibackankuja,Drusibackagränden,2,39
Drusibackantie,Drusibackavägen,12,64
Edisöntie,Edisövägen,10,95
Eestinkyläntie,Estbyvägen,71,316
Elgvikintie,Elgviksvägen,25,42
Flintuddintie,Flintuddsvägen,10,90
Frasabackantie,Frasabackavägen,1,5
Frasibäckintie,Frasibäcksvägen,4,59
Friggesbyntie,Friggesbyvägen,3,64
Glännvikintie,Glännviksvägen,13,
Gunnarskullantie,Gunnarskullavägen,15,197
Hamnholminpolku,Hamnholmsstigen,9,31
Hamnholmintie,Hamnholmsvägen,9,37
Hankainrinne,Klykbrinken,5,22
Hankaintie,Klykvägen,16,22
Harabackanpolku,Harabackastigen,23,43
Harasattintie,Harasattvägen,7,
Haukipäänniemi,Haukipääudden,4,66
Haukipääntie,Haukipäävägen,88,280
Hernesaarentie,Ärtholmsvägen,29,33
Hiekkaharjuntie,Sandkullavägen,15,91
Hilabäckintie,Hilabäcksvägen,67,123
Hilankallio,Hilaberget,17,29
Hilantie,Hilavägen,32,563
Hilantorppa,Hilatorpet,8,
Hirvikalliontie,Hirvikalliovägen,26,48
Holmbackantie,Holmbackavägen,6,38
Häggesbölen Rantatie,Häggesböle Strandväg,11,40
Häggesbölenhaara,Häggesbölegrenen,16,34
Häggesbölentie,Häggesbölevägen,1,325
Häggvikintie,Häggviksvägen,24,72
Hällnäsintie,Hällnäsvägen,42,149
Hästöntie,Hästövägen,27,47
Itäinen Bölentie,Östra Bölevägen,44,206
Itäinen Källvikintie,Östra Källviksvägen,38,102
Jeggarsintie,Jeggarsvägen,6,118
Johannevikintie,Johanneviksvägen,104,234
Junkars,,69,89
Jyrkänpesäntie,Jyrkänpesävägen,32,
