street_fi,street_sv,lono,hino
Ahjokuja,,2,5
Aholantie,,31,89
Ahonmäentie,,3,113
Aikolantie,,27,53
Ajotie,,1,
Antintie,,1,
Asematie,,1,7
Elovaarantie,,1,13
Emolahdentie,,1,471
Emoniementie,,126,670
Erkkiläntie,,9,
Erämiehentie,,5,18
Eskoperäntie,,7,627
Haapajärventie,,435,599
Haapasaarentie,,14,236
Haaralantie,,8,206
Hallikankaantie,,1,12
Halmepolku,,1,7
Hankilantie,,21,
Harjuntie,,34,
Harjutie,,6,13
Hattukankaantie,,4,
Haudanniementie,,12,106
Hautalantie,,3,210
Heikinniementie,,6,40
Hemmonkuja,,1,3
Hietakyläntie,,41,656
Hietapellontie,,10,61
Hirvimäentie,,83,1385
Honkalantie,,20,22
Honkavuorentie,,50,108
Hornalantie,,2,18
Hovikankaantie,,14,
Huhmarniementie,,149,408
Huitukanniemi,,18,127
Huliniemi,,31,
Hynyntie,,31,81
Hämeenniementie,,102,136
Härkämäentie,,5,27
Ikosentie,,1,16
Ilkantie,,1,15
Inninniemi,,70,103
Isovuorentie,,16,124
Itärannantie,,106,1052
Jalavapolku,,1,8
Jokiniemi,,25,75
Jokisaarentie,,33,
Juholantie,,7,41
Jyväskyläntie,,34,1733
Jänisniementie,,4,35
Järveläntie,,9,83
Kaakkurintie,,114,
Kalasatamantie,,21,56
Kalasentie,,21,
Kallionkuve,,1,3
Kalliontie,,46,56
Kalliorannantie,,63,100
Kallokujantie,,8,10
Kampatie,,1,10
Kanervapolku,,2,4
Kangassalontie,,52,
Kannassaarentie,,10,90
Kantolantie,,2,8
Karhunpesäntie,,8,22
Karvosenmäentie,,4,182
Kaskipolku,,1,3
Katajapolku,,1,
Kauralantie,,9,135
Kaurapolku,,1,9
Keiteleentie,,351,1777
Keksijänpolku,,1,5
Kellopolku,,1,15
Keltunkuja,,2,29
Keltunlammentie,,2,
Ketolantie,,30,
Kettutie,,4,14
Kirkkomäentie,,68,
Kisarannantie,,10,
Kiuruvedentie,,66,1183
Kivikontie,,59,63
Kivisuontie,,94,
Koivupolku,,2,12
Kokontie,,2,
Komujärventie,,33,527
Komun Etelärannantie,,14,582
Komuntie,,14,428
Korholantie,,29,57
Korkeasaarentie,,78,
Koskenperäntie,,119,276
Kotalahdentie,,18,70
Kotirannantie,,45,47
Kukonrannantie,,33,183
Kulotie,,1,8
Kummuntie,,39,59
Kumpareentie,,41,
Kumpulantie,,9,
Kumpumäentie,,22,66
Kuusenmäentie,,8,461
Kuvajanlahti,,51,
Kyllösenkankaantie,,,
Kynkänniemi,,7,22
Kynnäänniementie,,12,230
Kytöläntie,,8,70
Kärkeläntie,,13,46
Kärkkäisentie,,1,29
Kätkytniementie,,13,549
Könnitie,,1,3
Könönniemi,,15,
Köpsinkierto,,6,35
Köpsintie,,1,143
Laguksentie,,1,11
Lahdenperä,,8,25
Lahnakankaantie,,96,375
Lahtelantie,,19,
Laitisentie,,1,11
Lammaslahti,,5,36
Lammasmäentie,,14,28
Lamminahontie,,1,213
Lammintie,,41,188
Lampelantie,,66,82
Latvastentie,,114,227
Lehtiahontie,,53,
Lehtorannantie,,21,117
Leponiementie,,10,
Leppäniemi,,12,50
Leppärannantie,,10,12
Leskelänrannantie,,13,19
Leskeläntie,,2,26
Liiketie,,2,18
Liittoperäntie,,9,750
Likokallio,,29,
Lintumäentie,,37,53
Lintuniementie,,2,207
Lohvantie,,60,1219
Lookilantie,,10,86
Lopintie,,2,28
Lähdetie,,2,4
Mailapussintie,,2,10
Malilanlahdentie,,12,57
Malilantie,,68,136
Mansikkamäentie,,74,122
Marjoniementie,,1,22
Matinniementie,,60,
Matkakuja,,1,4
Mertasentie,,2,40
Mesirannantie,,20,28
Metsopolku,,1,6
Metsäläntie,,6,
Mirotie,,3,
Mukurintie,,6,173
Mustaparrantie,,1,6
Myllysaarentie,,13,17
Mäenpääntie,,1,86
Mäkeläntie,,16,77
Mäntypolku,,1,6
Mäntyrannantie,,2,66
Naapurintie,,2,24
Naurisniemi,,30,118
Nelpekankuja,,1,
Nevalantie,,15,35
Niemeläntie,,2,122
Niementie,,4,10
Niilontie,,9,11
Niinimäentie,,521,1136
Niittyniemi,,8,62
Niskalantie,,22,75
Nissiläntie,,,
Nurmelantie,,36,64
Nurmenlahdentie,,6,234
Nurmenniementie,,62,126
Nurmesjärventie,,827,964
Nurmesperäntie,,948,
Näppäsenniementie,,90,
Näpsäläntie,,4,85
Närepolku,,1,5
Nättiläntie,,63,160
Ohrapolku,,1,11
Oikotie,,2,13
Ojalantie,,56,224
Olkkopurontie,,1,40
Olkkosentie,,82,
Ollinniementie,,509,
Ollintie,,2,27
Opintie,,1,14
Oritsalontie,,11,50
Paavolantie,,1,6
Paavonpolku,,3,10
Pajalantie,,9,192
Pajutie,,3,16
Pakolantie,,100,160
Palotie,,1,6
Parkkimajärventie,,301,505
Parkkisenniemi,,69,
Parvialantie,,81,140
Pekkalantie,,36,
Pellikantie,,36,462
Pellonpääntie,,4,94
Peräläntie,,99,
Peurakalliontie,,,
Peuraniementie,,110,
Pihkapolku,,1,3
Pihlajasaarentie,,30,38
Piilolantie,,13,47
Pikkuseläntie,,8,43
Pirttiperäntie,,66,68
Poste Restante,,,
Postitie,,2,
Potilaspolku,,1,4
Puhakantie,,3,60
Puistotie,,4,15
Purolantie,,107,190
Puronperäntie,,33,155
Puutarhatie,,3,
Pyhäjärventie,,4,52
Pyyköläntie,,6,255
Pöydänpääntie,,15,61
Raatilantie,,3,82
Raitapolku,,1,12
Raiviontie,,5,38
Ramilantie,,19,106
Ransuntie,,2,14
Rantalantie,,13,39
Rantapirtintie,,71,73
Rantatie,,1,7
Rasipolku,,2,8
Ratatie,,1,10
Rehulantie,,152,
Repolantie,,15,119
Riihipolku,,2,4
Riimukiventie,,70,
Rinnetie,,4,
Rintalantie,,30,
Risulantie,,45,59
Risuniemi,,27,45
Ruispolku,,1,10
Ruokopurontie,,42,
Rytyntie,,2,29
Röhörannantie,,39,43
Röytiönrannantie,,132,205
Saarelantie,,69,74
Sahatie,,1,3
Sammallahdentie,,8,294
Sarvelantie,,4,80
Satotie,,1,
Seikarintie,,25,33
Sepäntie,,2,9
Siirtolantie,,29,95
Sillanväli,,9,23
Siltalantie,,1,74
Solleikontie,,682,902
Suonenrannantie,,41,245
Susitie,,2,48
Syvälahti,,33,97
Syväniementie,,111,183
Särkijoentie,,12,456
Särkilahdentie,,12,
Särkilahti,,12,35
Särkiperäntie,,121,482
Talvirannantie,,33,61
Tapanila-Väätti,,145,690
Tervakalliontie,,50,
Tikkalansalmentie,,69,113
Tikkalantie,,1,16
Tikleenintie,,1,14
Toipilaspolku,,3,8
Toivolantie,,1,111
Tolpantie,,47,
Torkkolantie,,3,5
Toukkamäentie,,420,430
Toukolantie,,25,33
Tulkunsaarentie,,104,116
Tunturitie,,1,52
Tuohelantie,,3,67
Tuomaanpolku,,1,7
Tuomelantie,,70,
Tuomipolku,,3,
Tuoriniementie,,3,456
Tuulimyllyntie,,2,8
Utintie,,41,
Uudispihantie,,14,14
Vaivionahontie,,89,
Vaivionperäntie,,7,953
Valkamantie,,10,73
Valtasentie,,183,1217
Vanha Pyhäjärventie,,1,39
Vanhalantie,,15,27
Vanhaniemi,,94,104
Vaskikellonpolku,,1,8
Vaskikellontie,,60,420
Vattulantie,,49,157
Vehnäpolku,,1,4
Veikonpolku,,1,8
Vesaperäntie,,1,271
Vesitornintie,,1,22
Viheriötie,,2,16
