street_fi,street_sv,lono,hino
Ahtaansalmentie,,38,
Ala-Kankimäentie,,54,478
Alkulantie,,176,377
Asunmaantie,,8,36
Hakematie,,12,124
Ilmosentie,,,
Isoahontie,,50,
Junkkarinkuja,,9,11
Kapusuontie,,24,48
Karantie,,12,120
Karhunkyläntie,,153,993
Kokinmäentie,,39,374
Kokinrannantie,,6,30
Kuusijärventie,,247,676
Kuusikoskentie,,64,
Lahtipohjantie,,117,
Lapintie,,19,60
Matti Raivion Tie,,31,
Mustaojantie,,14,127
Mäenperäntie,,71,
Mäenpääntie,,88,
Mäntyniementie,,18,42
Nimettömäntie,,10,
Palomäentie,,67,
Pihlakoskentie,,12,30
Pyörkkiläntie,,212,820
Raiskintie,,62,300
Rantamaantie,,128,
Rasinmäentie,,4,34
Ruununtie,,54,
Salmenahontie,,5,
Sammalistontie,,203,1121
Savilahdentie,,23,61
Savimaantie,,52,112
Savirannantie,,5,48
Suvitie,,78,
Vasaramäentie,,180,409
Viitarannantie,,33,
Vuorilahdentie,,224,224
Väänäsentie,,17,
Ähtärintie,,32,1628
