street_fi,street_sv,lono,hino
Arolanmäentie,,3,115
Hankasaarentie,,31,70
Hirsimäentie,,27,336
Huuhkajantie,,7,84
Itärannantie,,2,144
Karsanlahdentie,,45,
Koirniementie,,2,12
Korpisaarentie,,6,99
Koskenkorvantie,,21,57
Koskenniementie,,9,78
Kukonharjuntie,,130,439
Lamminpääntie,,30,80
Linnunlauluntie,,18,28
Lohiniementie,,,
Luomaniementie,,51,100
Länsirannantie,,3,555
Multaharjuntie,,5,31
Paasikoskentie,,9,205
Paavolantie,,,
Pentikkäläntie,,11,19
Petrontie,,21,71
Pienenmäentie,,113,153
Pieni-Leväntie,,,
Pitkäniementie,,43,55
Puronharjuntie,,55,
Purunlahdentie,,16,100
Purunniementie,,9,35
Putakonsalontie,,7,261
Pääkönlahdentie,,18,572
Rautavaarantie,,1502,2540
Salilahdentie,,28,
Siikakoskentie,,45,686
Suurenmäentie,,26,
Suurmäentie,,250,
Tuovilanniementie,,11,105
Tuovilantie,,4,30
Vanhapaavolantie,,33,
