street_fi,street_sv,lono,hino
Aarretaival,,2,19
Aisatie,,2,5
Alasentie,,5,39
Aleksintie,,2,4
Ansapolku,,1,6
Eevankuja,,1,
Eljaalantie,,1,
Eljalantie,,2,
Eteläntie,,1,42
Haavetie,,20,60
Hammareninkatu,,2,20
Harjunselkäkuja,,3,
Harjunselkätie,,1,40
Harjutie,,3,11
Haviantie,,2,
Havutie,,2,4
Helminpolku,,2,4
Hiekkatie,,2,8
Hiidenlahdentie,,2,31
Hiljankuja,,6,
Hirvipolku,,1,12
Hirvolantie,,9,160
Honganniementie,,34,138
Honkatie,,1,3
Hopiantie,,25,92
Hyvösentie,,91,113
Ilkankuja,,2,10
Isosaari,,2,
Jaakontie,,1,21
Jokimetsäntie,,5,
Jokipolku,,1,6
Jokireitti,,3,10
Joutsentaival,,2,6
Juhonraitti,,3,17
Jussinpolku,,4,6
Jutilantie,,2,
Jänispolku,,1,3
Järvenkylä,,,
Kaartotie,,1,8
Kalastajantie,,2,17
Kalevantie,,3,11
Kalliolevontie,,89,185
Kanervakuja,,1,4
Kanervapolku,,1,12
Karjatie,,1,5
Kauhtuantie,,6,249
Kellopojanpolku,,1,9
Kettupolku,,1,16
Kielotie,,1,10
Kirkkokatu,,2,16
Kiskojienpolku,,1,11
Kivimäentie,,1,12
Korkomäentie,,1,25
Korpikaivontie,,2,18
Koskilinnankuja,,3,
Koskipolku,,3,10
Koskitie,,3,146
Kostula,,,
Kostulantie,,1,293
Kotirannantie,,19,98
Koulukatu,,1,69
Kylmäoja,,,
Kylmäojantie,,306,434
Kyreltie,,2,
Kyrönkatu,,1,27
Kytötie,,1,5
Käkipolku,,1,6
Käpylänpolku,,2,4
Kärppäpolku,,1,18
Laivataival,,1,78
Laivurintie,,2,12
Lapintie,,2,8
Lavajärventie,,45,90
Lehtokuja,,1,25
Leirikeskuksentie,,80,
Lemmenpolku,,6,25
Lindinpolku,,1,7
Linjapolku,,6,
Linnantie,,1,13
Lintuharjuntie,,2,54
Lohikoskentie,,23,216
Lohipurontie,,1,17
Luhtatie,,2,8
Lumikkopolku,,1,9
Mairentie,,1,14
Majavapolku,,1,12
Mannanmäentie,,4,77
Marjaniementie,,10,130
Marjatie,,2,21
Matinkuja,,1,5
Metsopolku,,1,10
Metsästäjäntie,,1,14
Miinankuja,,1,8
Mustaniementie,,16,135
Myllytie,,5,15
Myllärinkatu,,1,7
Mäkitie,,3,
Mäntykuja,,,
Mäntytie,,2,14
Neitsytpolku,,2,15
Neulaskuja,,1,4
Niemennokka,,1,13
Niinitie,,1,10
Nikkiläntie,,2,5
Niskalantie,,1,
Nuutinmutkantie,,28,
Näätäpolku,,2,10
Oikopolku,,1,3
Ojakuja,,4,7
Onnenpolku,,3,10
Oravapolku,,1,11
Osaketie,,1,6
Osl Voima Valtakatu,,61,
Otavantie,,2,31
Pajatie,,1,
Palontie,,141,1057
Paukunperäntie,,1,10
Petsamo,,,
Pirkantie,,1,16
Pohjantähdentie,,3,38
Ponkinkulmantie,,3,250
Poussantie,,1,26
Puronsuu,,,
Puronsuuntatie,,2,8
Puronvarsitie,,2,10
Pyrstötie,,1,9
Pyypolku,,1,4
Raijantie,,1,5
Rapiontie,,1,
Riekkopolku,,1,5
Rinnetie,,1,23
Rintalantie,,91,191
Ristamäentie,,28,
Saarantie,,1,10
Sahantie,,,
Sahramäentie,,10,377
Sahratie,,1,12
Saukkopolku,,1,7
Saukonpolku,,1,4
Sepänkatu,,2,13
Sepäntie,,,
Simpukkatie,,1,8
Sireliuksentie,,1,14
Siriuksenkuja,,2,21
Sivutie,,1,11
Sumeliuksentie,,3,
Susipolku,,2,6
Suvantopolku,,1,16
Särkijärventie,,4,380
Säästötie,,3,7
Taivaanranta,,1,16
Takatie,,4,10
Tangotie,,2,
Tanokuja,,2,12
Tanolantie,,1,203
Teeripolku,,1,8
Tehtaantie,,3,9
Telkontie,,21,95
Tiilitie,,1,17
Timinsaarentie,,5,146
Tippavaarantie,,1,36
Torikatu,,1,8
Tornitie,,1,34
Torpparintie,,1,8
Tuomonraitti,,1,16
Turkimuspolku,,4,12
Turkimustie,,1,33
Turkkilanjärventie,,6,22
Turkkilantie,,149,691
Tähtitie,,1,
Uittajanpolku,,2,8
Urheilutie,,1,
Vaakakaari,,1,13
Vaasantie,,9,109
Vaivia,,,
Vaiviantie,,75,314
Valtakatu,,1,101
Vanha Poussantie,,,
Vasuntie,,335,376
Veerantie,,3,10
Vesajärventie,,19,575
Vesikkopolku,,1,3
Viitalantie,,75,
Viljakkalantie,,,
Vilpee,,,
Vilpeentie,,,
Vuohelantie,,1,15
Välitie,,14,
Vännintie,,40,180
