street_fi,street_sv,lono,hino
Aerotie,Aerovägen,6,16
Amaliantie,Amalievägen,1,
Ampumakentänkatu,Skjutbanegatan,1,24
Aviatie,Aviavägen,6,
Friskinkatu,Friskgatan,1,4
Friskinpolku,Friskstigen,3,14
Harikkalanahde,Harikkalabacken,2,
Harikkalankuja,Harikkalagränden,1,10
Heikki Huhtamäen Katu,Heikki Huhtamäkis Gata,2,10
Heikki Huhtamäen Polku,Heikki Huhtamäkis Stig,2,10
Hellaksenkatu,Hellasgatan,2,21
Hiidenkatu,Hiisigatan,2,10
Hitsarinkatu,Svetsargatan,1,5
Holpinkatu,Holppigatan,1,17
Iltasoitonpolku,Taptostigen,2,4
Isohaarankatu,Isohaaragatan,1,23
Jonkankatu,Jonkkagatan,1,6
Juoksijankatu,Löparegatan,1,11
Kaerlantie,Kaerlavägen,1,42
Kairialankatu,Kairialagatan,1,14
Karamellikuja,Karamellgränden,3,10
Keihästie,Spjutvägen,1,10
Kerosiinitie,Kerosenvägen,21,81
Ketushaara,Rävgrenen,2,18
Ketussuonkuja,Räsdkärrsgränden,15,25
Ketussuontie,Rävkärrsvägen,1,72
Kiekkopolku,Diskusstigen,3,
Kiekkotie,Diskusvägen,1,6
Kissalankuja,Kissalagränden,2,6
Kopteritie,Koptervägen,1,3
Korjasmäenkatu,Korjasmäkigatan,1,24
Kuulakatu,Kulgatan,2,10
Kuulapolku,Kulstigsen,2,4
Kylässuonpolku,Kylässuostigen,1,8
Kärsämäentie,Kärsämäkivägen,11,82
Lakritsipiippu,Lakritspipan,5,11
Leirikatu,Lägergatan,5,28
Lemmontie,Lempovägen,1,20
Lentoasemantie,Flygstationsvägen,1,
Lentokentäntie,Flygfältsvägen,1,
Lentorahdintie,Flygfrakstsvägen,141,143
Lippukuja,Flaggränden,5,7
Lipunkantajankatu,Fanjunkaregatan,1,22
Lähdemäentie,Lähdemäkivägen,,
Lähetinkatu,Ordonnansgatan,1,5
Majoitusmestarinkatu,Kvartermästaregatan,1,12
Majoitusmestarinpolku,Kvartermästarestigen,2,6
Makslankatu,Makslagatan,3,
Markulantie,Markulavägen,6,30
Moisiontie,Moisiovägen,60,115
Munterinkatu,Muntersgatan,3,15
Munterinpolku,Muntersstigen,2,
Munttismäenkatu,Munttisbacksgatan,1,23
Nostoväenkatu,Lantvärnsgatan,3,22
Nunnavuorenkatu,Nunnebergsgatan,1,14
Nuolipolku,Pilstigen,1,3
Paasikatu,Hällgatan,1,10
Pallivahankatu,Pallivahagatan,6,13
Paltankatu,Palttagatan,2,45
Parolanpolku,Parolastigen,1,14
Patrullinkuja,Patrullgränden,1,
Piiparinpolku,Piparestigen,2,24
Pilottitie,Pilotvägen,,
Plassinkatu,Plassigatan,1,11
Pohjoiskaari,Norra Bågen,3,
Porkintie,Borgvägen,30,73
Pulmussuonkatu,Pulmussuogatan,73,90
Pulmussuontie,Pulmussuovägen,33,72
Punomontie,Spinnerivägen,1,55
Puottulantie,Puottulavägen,5,10
Purjetie,Segelvägen,1,8
Puustellinkatu,Boställsgatan,1,30
Raskinpolku,Raskstigen,3,16
Rauramäentie,Rauramäkivägen,1,6
Riitasuonkatu,Riitasuogatan,1,29
Ristinpaltankatu,Korshällsgatan,1,7
Riutojankatu,Riutojagatan,1,10
Runosmäenkatu,Runosmäkigatan,2,19
Ruopankatu,Muddergatan,3,8
Ruotumiehenkatu,Rotesoldatgatan,1,8
Ruususuklaankuja,Rosenchokladsgränden,1,9
Rydönnotko,Rytödälden,1,
Rydöntie,Rytövägen,1,32
Sanitäärinpolku,Sanitärstigen,4,
Savonkedonkatu,Savonketogatan,1,12
Signalistinkatu,Signalistgatan,2,19
Signalistinpolku,Signaliststigen,2,8
Siipitie,Vingvägen,184,
Soralantie,Soralavägen,1,4
Sorvarinkatu,Svarvaregatan,1,7
Stoltinkatu,Stoltgatan,1,14
Suolakankareenkatu,Suolakankaregatan,2,30
Suovantie,Suovavägen,27,92
Suunnistajankatu,Orienteraregatan,4,18
Tampereen Valtatie,Tammerfors Riksväg,59,137
Telekatu,Telegatan,1,16
Tengströminkatu,Tengströmsgatan,2,6
Tiemestarinkatu,Vägmästargatan,2,11
Tiilitehtaankatu,Tegelbruksgatan,1,21
Tolponpolku,Tolpostigen,5,
Tolpontie,Tolpovägen,2,18
Toukolankatu,Toukolagatan,1,38
Tuulismäentie,Tuulismäkivägen,1,25
Urheilukuja,Idrottsgränden,1,3
Urusvuorenkatu,Urusbergsgatan,1,7
Uskinkatu,Uskisgatan,1,
Vahdontie,Vahtovägen,2,24
Vaistentie,Vaistevägen,200,222
Vajossuonkatu,Vajoskärrsgatan,1,16
Valkiasvuorenkatu,Valkiasvuorigatan,24,55
Valkiasvuorentie,Valkiasvuorivägen,1,25
Valurinkatu,Gjutargatan,1,11
Vanha Moisiontie,Gamla Moisiovägen,4,38
Varusmestarintie,Rustmästarevägen,1,30
Verstaskatu,Verkstadsgatan,1,19
Vesalankatu,Vesalagatan,1,14
Vesalankuja,Vesalagränden,3,11
Veteraaninkatu,Veterangatan,3,5
Vähäjoentie,Vähäjokivägen,5,
Yrityksentie,Yritysvägen,1,8
