street_fi,street_sv,lono,hino
Ahjotie,,1,10
Antinkuja,,1,17
Asentajankuja,,1,8
Aspitie,,1,35
Asutuspolku,,4,
Asutustie,,2,
Avainkuja,,1,4
Elielinkuja,,1,
Helatie,,2,28
Hiiskoskentie,,2,17
Itäranta,,1,16
Jukolankatu,,19,22
Kalevankatu,,19,43
Kalliopolku,,1,8
Kalliotie,,2,4
Kaltimontie,,1,10
Kangaskuja,,2,5
Kangaspellontie,,5,
Kartoittajantie,,1,36
Kauppakaari,,1,
Kauppakatu,,8,57
Keskusaukio,,4,
Keskuskuja,,1,
Kirkkokatu,,13,37
Kirkkokuja,,2,6
Kirvesmiehenkatu,,1,15
Kisällinkuja,,2,6
Koskikatu,,1,31
Koulukatu,,20,54
Kuntalanpolku,,2,16
Kuopiontie,,1,
Kurapuronpuisto,,3,5
Kurapurontie,,1,30
Kuurnankatu,,1,24
Kylväjänkatu,,3,22
Käpykankaantie,,1,14
Käpypolku,,3,
Lankkutie,,2,6
Lastenkatu,,2,4
Lattamiehentie,,1,63
Leipurinkatu,,2,18
Lokinkatu,,2,
Lokinkuja,,4,
Lukkotie,,1,9
Länsikatu,,17,55
Maalarinkatu,,1,11
Maamiehenkatu,,2,21
Maanmittarinpolku,,1,6
Maanmittarintie,,1,55
Malmikatu,,1,9
Meijerintie,,1,4
Merimiehenkatu,,22,57
Mestarinkatu,,3,15
Mutalantie,,1,19
Muuntamontie,,2,6
Muurarinkatu,,3,10
Mäkitie,,1,8
Männikönkuja,,1,3
Männiköntie,,6,17
Nahkurinkatu,,1,35
Niskakatu,,1,32
Nurmeksentie,,2,80
Paljetie,,1,
Pamilonkatu,,1,22
Parrutie,,1,39
Pekkalankatu,,2,12
Pohjoiskatu,,6,44
Poste Restante,,,
Purotie,,1,15
Puusepänkatu,,1,23
Pykäläkuja,,1,
Raatekankaantie,,1,43
Rahkeentie,,1,14
Rahtikatu,,1,28
Rahtikuja,,1,
Raivaajantie,,1,20
Rakentajankatu,,2,20
Rantakatu,,1,41
Rapparinkatu,,3,
Ratakatu,,1,31
Rauhankatu,,1,55
Rautatiekatu,,2,24
Rekkatie,,1,11
Ruoppitie,,1,4
Räätälinkatu,,1,21
Sairaalakatu,,1,31
Salpakankaankatu,,36,46
Salpakatu,,1,16
Sepänkatu,,23,49
Siihtalanpolku,,6,7
Siihtalanpussi,,1,
Siihtalantie,,11,28
Siltakatu,,1,36
Sirkkalantie,,12,19
Sortavalankatu,,2,2
Sorvarinkatu,,1,36
Suutarinkatu,,1,38
Suvantokatu,,1,31
Särkäntie,,1,14
Taimistonkuja,,3,
Telitie,,1,13
Telkäntie,,2,8
Teollisuuskatu,,1,25
Teppolankuja,,3,
Torikatu,,6,47
Työmiehenkatu,,1,20
Uimarintie,,1,
Utrantie,,2,
Valimokuja,,3,
Vesakuja,,1,3
Voimatie,,1,16
Wahlforssinkatu,,1,27
Yliopistokatu,,2,6
Yläsatamakatu,,1,32
