street_fi,street_sv,lono,hino
Alasenjoentie,,67,159
Annankuja,,14,193
Filppulantie,,37,208
Heinisuontie,,2,71
Huhtaantie,,16,513
Isonsuontie,,41,43
Järvensuontie,,10,89
Kankaanpääntie,,11,94
Kestilänkorventie,,59,240
Ketolantie,,1,15
Kiikankuja,,12,431
Kukkojantie,,186,
Kärkkäänjoentie,,30,176
Majatie,,8,89
Miilintie,,18,257
Mäkitie,,3,25
Mälläisten Yksityistie,,6,32
Mälläistentie,,168,764
Nikuntie,,30,42
Paltantie,,3,68
Pappistenjärventie,,,
Puistolantie,,67,77
Rantalantie,,20,91
Rattaankuja,,3,78
Simulantie,,3,176
Tammiaistentie,,25,959
Vampulantie,,374,
Varvarintie,,5,247
Välimetsäntie,,29,
