street_fi,street_sv,lono,hino
Harjulantie,,7,
Jakokoskentie,,2,20
Jakomiehentie,,1,1
Joenpolventie,,9,
Jätkäntie,,11,
Kalliontie,,1,
Kalliovaarantie,,5,21
Kankivaarantie,,1,22
Kantelemäentie,,2,8
Kantelesärkäntie,,3,3
Kiiskiläntie,,4,14
Kinnulantie,,2,6
Kokkolantie,,3,20
Kokkorannantie,,7,19
Kokkosärkäntie,,,
Kontiovaarantie,,1,10
Kuusojantie,,18,46
Kuvassärkäntie,,10,10
Lamminpääntie,,4,5
Lampikuja,,1,9
Lapinahontie,,2,
Laurintie,,5,12
Leppästentie,,2,25
Leppävirrantie,,3,6
Lieksantie,,34,73
Mustikkarinteentie,,2,12
Mönnintie,,1,29
Ohonvaarantie,,4,48
Paanalantie,,5,16
Palovaarantie,,1,11
Pirkkolantie,,2,13
Purotie,,7,
Pyytilammentie,,2,20
Ristiniementie,,3,12
Ristiniemi,,3,
Romontie,,60,130
Solisevantie,,3,5
Suontauksentie,,46,81
Talontie,,2,6
Tasasentie,,4,21
Tähtitornintie,,3,5
Uilonpurontie,,2,25
Uilontie,,2,14
Uitonsuontie,,2,33
Vihervaarantie,,1,5
