street_fi,street_sv,lono,hino
Antintie,,49,117
Haapastentie,,394,431
Haikulantie,,2,271
Hannulantie,,18,91
Harjukumpu,,3,31
Huvilatie,,9,161
Ilmakantie,,2,316
Jokitöyryntie,,10,172
Kaivolankuja,,10,99
Kaunistonpolku,,2,13
Kaunistontie,,4,58
Koivistonkuja,,14,32
Lahdentie,,454,807
Lampitie,,5,16
Mansikka-Ahontie,,102,
Metsolankuja,,30,132
Miilumäki,,28,30
Myllyntie,,5,511
Mäkiaukio,,3,12
Onnelansuora,,19,81
Onnelantie,,1,270
Pakkasuontie,,5,277
Radansivu,,46,128
Ritalanmäki,,1,17
Salinmäentie,,13,185
Sanninkuja,,7,71
Siltalantie,,47,78
Takamaantie,,35,65
Tiilitehtaantie,,8,48
Tuomitie,,2,21
Vanha Lahdentie,,14,102
Vanhatie,,25,96
Vesikalliontie,,12,24
Virainpolku,,8,16
Virenojantie,,16,476
