street_fi,street_sv,lono,hino
Ahmakuja,,4,17
Aholanraitti,,1,59
Aholantie,,19,106
Ampumaradantie,,1,13
Hakoranta,,81,
Heinäsuontie,,4,27
Hirvasenranta,,2,18
Hirvaskyläntie,,28,125
Kalliomäentie,,30,30
Kalliontie,,3,16
Killinkitie,,1,8
Kissakatu,,40,
Kiviahontie,,7,
Kiviniementie,,40,50
Kivipurontie,,2,
Koivulanraitti,,1,17
Kotikankaantie,,3,15
Kurrikatu,,22,220
Laattatie,,1,4
Lahdentie,,15,560
Lanssinlahdentie,,141,
Luumupuuntie,,4,
Lähdetie,,50,56
Lättäläntie,,4,19
Mehtäraitti,,15,67
Mesirannantie,,6,
Niinimäentie,,39,520
Palkkitie,,1,4
Palolammenkuja,,1,5
Palolammentie,,1,13
Pennitie,,1,13
Pirttilammintie,,2,50
Pohjoisahontie,,47,49
Pohjoiskankaantie,,28,
Puntatie,,1,12
Puroniityntie,,10,22
Päärynäpuuntie,,4,
Pölykankaantie,,32,849
Rantalantie,,58,372
Remulanraitti,,1,16
Reppulantie,,19,
Reppulenkki,,4,
Rinteeläntie,,97,170
Ropotie,,1,6
Sarvilammentie,,9,112
Sepänahontie,,25,
Suvihäkintie,,37,
Tervatehtaantie,,12,155
Terästie,,2,
Tuiskalantie,,20,
Uuraistentie,,112,550
Valkamantie,,25,159
Vanha Hirvasentie,,113,247
Vihtaperäntie,,132,140
Visalantie,,40,231
Välitie,,2,
