street_fi,street_sv,lono,hino
Ahmatie,,3,24
Alppitie,,1,12
Ansatie,,2,24
Betonimiehenkatu,,1,19
Hankotie,,1,8
Haravatie,,1,48
Ilvestie,,1,19
Kaarnatie,,1,44
Karhitie,,1,25
Kesätie,,1,49
Kontiotie,,2,7
Korjaamontie,,1,4
Kuokkatie,,1,67
Lippitie,,1,3
Luokotie,,1,5
Mittamiehentie,,2,
Muottikatu,,3,10
Oravitie,,1,
Patteritie,,1,13
Paulaharjuntie,,2,43
Rajakaltionkatu,,1,8
Revonkuja,,1,9
Saukkotie,,1,15
Siirtolantie,,3,31
Simpsintie,,2,13
Sirppitie,,1,62
Sorvarintie,,1,18
Susitie,,3,16
Talvitie,,1,42
Tarmontie,,3,45
Tirolintie,,2,
Toivontie,,18,75
Tukkimiehentie,,1,
Varsitie,,14,32
Veräjätie,,1,49
Viikatetie,,2,18
