street_fi,street_sv,lono,hino
Arometsänkatu,,1,37
Arometsänkuja,,1,4
Erkinkatu,,1,36
Hakostentie,,11,77
Heinämäentie,,18,75
Helykuja,,1,4
Hevoshaankatu,,5,8
Hiekkamäentie,,7,48
Hovinlehdonkatu,,1,26
Huntintie,,3,59
Hymykatu,,1,5
Hymytie,,,
Iijärvenkatu,,1,20
Isoniitynkatu,,3,11
Jaakkolankatu,,24,49
Jarmolankatu,,3,12
Jesperinkatu,,3,
Johtokatu,,1,32
Joonataninkatu,,1,6
Jussilankatu,,2,12
Juttukatu,,1,24
Juttukuja,,1,4
Juttupolku,,1,3
Juurakkokatu,,1,8
Kasperinkatu,,4,18
Katosuonkatu,,3,12
Kaukasenkatu,,1,62
Kekinkatu,,1,15
Kekinkuja,,1,3
Kellokatu,,3,6
Kerkkäkatu,,1,6
Kiertokatu,,2,33
Kimokatu,,1,8
Kirjokatu,,1,7
Kivinummenkatu,,1,11
Koijakatu,,2,
Kulkuskatu,,1,7
Kuusenlehvänkatu,,1,6
Kuusennäreenkatu,,1,18
Kuusenoksankatu,,1,7
Kuusikaarenkatu,,1,13
Kuusiniitynkatu,,1,60
Kuusipuunkatu,,1,13
Kuusisuorankatu,,4,19
Kuusitiaisenkatu,,1,5
Kyläkatu,,26,130
Kyrönkatu,,2,13
Kyöstilänkatu,,3,13
Laatukaari,,1,
Laatukatu,,1,22
Lakkilantie,,397,449
Lakkitehtaantie,,1,89
Lamppukatu,,1,6
Latomäki,,,
Laurinkatu,,3,12
Lehtovuorentie,,4,19
Lepomäentie,,179,221
Liekakatu,,3,
Liinakatu,,2,8
Linjaportintie,,1,12
Linnunrata,,3,7
Loitsukatu,,1,7
Lorukatu,,1,4
Luhdantaustankatu,,180,
Lyhtykatu,,1,6
Mattilantie,,49,63
Maunolankatu,,5,
Maunolankuja,,1,6
Maunolanpolku,,1,4
Metsämiehenkatu,,6,10
Mustatiaisenkatu,,1,28
Näkkimistönkatu,,11,
Näkkimistöntie,,71,95
Oinaskatu,,6,
Orimattilankatu,,13,442
Orionkatu,,1,8
Otavanpolku,,2,8
Otavantie,,15,30
Pakarikatu,,1,10
Paulakatu,,1,15
Pekarinkatu,,2,20
Pennalantie,,373,
Pentinkatu,,6,19
Pentinkuja,,47,68
Pinokatu,,1,8
Polkustentie,,11,17
Porstuakatu,,1,8
Pylväskuja,,1,4
Rapukuja,,3,
Reijonkatu,,3,
Relekatu,,3,9
Renkokatu,,1,15
Renkomäen Sora-Asema,,,
Renkomäen Väylä,,1,30
Ronnilankuja,,3,6
Rusinkatu,,7,
Ruutonkatu,,1,8
Satukatu,,1,5
Satupirtintie,,1,3
Saturnuskatu,,1,14
Saukkokatu,,6,12
Savottakatu,,2,8
Seppäläntie,,1,8
Sihvosenkatu,,1,12
Simolankatu,,1,18
Simolanmutka,,1,5
Simpukkakuja,,3,
Siriuskatu,,2,15
Soihtukatu,,1,42
Talontie,,4,8
Tapsikatu,,2,8
Tarkkosenkatu,,1,9
Tarolankatu,,11,150
Tarunpellonkatu,,1,3
Tehokatu,,1,17
Tiernakatu,,2,
Tiilimäenkatu,,9,
Tiilitehtaankatu,,9,
Tiukukatu,,1,8
Tolppakuja,,1,4
Tukkikatu,,1,22
Tupalankatu,,3,14
Tähtikuja,,1,6
Tähtitie,,1,3
Uunikatu,,1,6
Uusi Orimattilantie,,470,515
Uusiahonkatu,,2,8
Vaarinpellontie,,35,
Valokaarenkatu,,1,19
Valokaarenkuja,,1,4
Valokatu,,3,28
Varjola,,,
Vartio-Ojankatu,,1,10
Vastuskatu,,1,19
Veikonkatu,,1,4
Verkkokatu,,1,8
Vesikkokatu,,2,24
Vesurikatu,,1,20
Vintilänkatu,,2,38
Virpikatu,,1,16
Virtakatu,,1,8
Vitsakatu,,1,19
Vitsakuja,,2,
Volttikatu,,1,8
Yli-Mäkelänkatu,,1,5
Ämmäläntie,,14,146
