street_fi,street_sv,lono,hino
Ankkurikylänkatu,Ankarbygatan,1,19
Ankkurikyläntie,Ankarbyvägen,3,15
Artukaistentie,Artukaisvägen,9,15
Hailuodonkatu,Karlögatan,2,
Heinikonkatu,Gröngräsgatan,2,17
Heinikonpolku,Gröngrässtigen,1,
Heinäsirkankatu,Gräshoppsgatan,1,16
Helmikänkatu,Pärlgräsgatan,1,3
Helpikuja,Flengränden,1,5
Hepokatinkatu,Vårtbitaregatan,1,6
Hiidenmaankuja,Dagögränden,2,7
Hyrköistentie,Hyrköisvägen,1,35
Hyttysenkatu,Myggatan,1,10
Hämähäkinkatu,Spindelgatan,1,8
Iilamontie,Iilamovägen,1,6
Kemppilänkatu,Kemppilägatan,1,3
Kimalaisenkatu,Humlegatan,1,10
Kivilinnankatu,Kivilinnagatan,2,8
Kivitaskunkatu,Stenskvättsgatan,1,9
Koivuluodontie,Koivuluotovägen,1,14
Kottaraisenkatu,Stargatan,1,33
Laivastontie,Flottiljvägen,2,4
Laivateollisuudenkatu,Skeppsindustrigatan,5,28
Lauhankuja,Tåtelgränden,1,5
Leppäkertunkatu,Nyckelpigsgatan,1,8
Lumikonkatu,Småvesslegatan,1,7
Länsikaari,Västra Bågen,2,
Mehiläisenkatu,Honungsbigatan,1,10
Mesaanikatu,Mesangatan,1,30
Metallikatu,Metallgatan,2,13
Metsähiirenkatu,Skogmussgatan,3,
Muurahaisenkatu,Myrgatan,1,8
Nurmikankatu,Gröegatan,1,16
Paakarlantie,Bagarlavägen,3,5
Paarmankatu,Bromsgatan,1,10
Paavolankatu,Paavolagatan,1,8
Pansion Satamatie,Pansio Hamnväg,1,15
Pansiontie,Pansiovägen,48,67
Perhosenkatu,Fjärilgatan,1,8
Pernontie,Pernovägen,14,219
Puntarpää,Ängskavlen,1,3
Puosuntie,Båtsmansvägen,12,
Päästäisenpolku,Näbbmusstigen,2,19
Riilahdentie,Riilahtivägen,1,12
Ruotsinsalmenkatu,Svensksundsgatan,1,8
Ruotsinsalmenpolku,Svensksundsstigen,2,4
Saarenmaankatu,Öselgatan,1,17
Sarvijaakonkatu,Hornbaggegatan,1,8
Siilinkatu,Igelkottsgatan,1,20
Sudenkorennonkuja,Trollsländegränden,4,
Sukeltajankatu,Dykaregatan,6,
Telakkakatu,Docksgatan,1,
Tiaisenkatu,Mesgatan,1,8
Tillerinkatu,Tillerigatan,1,6
Timoteinkuja,Timotejgränden,2,8
Tuhatjalkaisenkatu,Tusenfotingsgatan,1,10
Tähkiönkatu,Ängskampegatan,3,10
Valmetinkatu,Valmetgatan,2,48
Vanttikatu,Vantgatan,3,
Varpusenkatu,Sparvgatan,1,9
Öljykatu,Oljegatan,3,7
Öölanninkatu,Ölandsgatan,4,
