street_fi,street_sv,lono,hino
Ainonpolku,,1,
Aittatori,,1,25
Albertinkatu,,2,18
Albertinkuja,,20,
Aleksanterinkatu,,6,55
Arkistokatu,,4,6
Asemakatu,,4,41
Hallituskatu,,1,36
Heikinkatu,,2,31
Heinätorinkatu,,1,29
Isokatu,,1,61
Kaarlenväylä,,2,5
Kajaaninkatu,,3,38
Kajaanintie,,1,5
Kanavaranta,,1,9
Kansankatu,,42,54
Kauppurienkatu,,1,36
Kiikelinranta,,1,5
Kirkkokatu,,1,53
Koulukatu,,1,140
Linnankatu,,3,34
Linnansaari,,,
Lyötynkatu,,2,11
Maunonkatu,,1,10
Merikatu,,4,
Meritullinraitti,,1,10
Mäkelininkatu,,3,43
Nummikatu,,1,42
Ojakatu,,1,4
Pajakatu,,3,
Pakkahuoneenkatu,,5,34
Pikikatu,,3,5
Pikisaarentie,,1,20
Polttimokatu,,1,6
Poste Restante,,,
Pursitie,,2,8
Raatintie,,2,
Rantakatu,,1,13
Rautatienkatu,,3,34
Saarankatu,,2,13
Saaristonkatu,,1,31
Saunaranta,,1,12
Sepänkatu,,2,21
Tervaraitti,,1,4
Torikatu,,1,54
Uusikatu,,1,64
Vaarankatu,,7,
Valjastehtaankatu,,4,
Vanhantullinkatu,,2,7
Vislauskuja,,3,
