street_fi,street_sv,lono,hino
Abraham Wetterin Tie,Abraham Wetters Väg,2,20
Asentajankatu,Montörsgatan,1,8
Hanslankarinkuja,Hantlangargränden,2,
Hanslankarinpolku,Hantlangarstigen,1,
Holkkipolku,Holkstigen,,
Holkkitie,Holkvägen,1,14
Insinöörinkatu,Ingenjörsgatan,1,8
Kauppamyllyntie,Handelskvarnsvägen,3,5
Kirvesmiehenkatu,Timmermansgatan,1,12
Konemestarinkatu,Maskinmästaregatan,1,4
Laippakuja,Flänsgränden,1,4
Laippatie,Flänsvägen,1,21
Laivalahdenkatu,Båtsviksgatan,1,8
Levypolku,Plåtstigen,1,
Levytie,Plåtvägen,1,7
Linnanrakentajantie,Borgbyggarvägen,2,8
Lämmittäjänkatu,Eldaregatan,1,6
Lämmittäjänkuja,Eldaregränd,1,4
Mekaanikonkatu,Mekanikergatan,1,45
Metrovarikonkuja,Metrodepågränden,2,6
Muuntajankatu,Transformatorgatan,1,6
Operaattorinkatu,Operatorsgatan,2,4
Pikkupurontie,Lillbäcksvägen,1,13
Porolahdenkuja,Poroviksgränden,4,
Poste Restante,,,
Pulttitie,Bultvägen,1,26
Putkipolku,Rörstigen,,
Putkitie,Rörvägen,1,6
Puusepänkatu,Snickaregatan,1,15
Ratasmyllyntie,Hjulkvarnsvägen,2,4
Roihuvuorentie,Kasbergsvägen,48,
Sahaajankatu,Sågaregatan,1,54
Sahaajankuja,Sågaregränden,1,3
Sorvaajankatu,Svarvaregatan,1,20
Suunnittelijankatu,Planerargatan,1,5
Teollisuusneuvoksenkatu,Industrirådsgatan,1,7
Tulppakuja,Pluggränden,1,3
Tulppatie,Pluggvägen,1,26
Työnjohtajankatu,Arbetsledaregatan,1,6
Valurinkatu,Gjutaregatan,1,
Varikkotie,Depåvägen,1,9
Viikintie,Viksvägen,54,
Viilarinkuja,Filargränden,,
Viilarintie,Filarvägen,3,8
