street_fi,street_sv,lono,hino
Anttilantie,,12,160
Helmeläntie,,,
Hirventie,,75,429
Hohkantie,,48,168
Huhdantie,,45,57
Huhkonkulmantie,,42,123
Jonkantie,,1,66
Kallintie,,19,263
Karjalantie,,46,90
Kartanokulmantie,,4,30
Kaunistonkulmantie,,15,83
Kitusuontie,,29,74
Kiviläntie,,3,272
Koivuniementie,,14,72
Kukonharjantie,,8,871
Loimijoentie,,1188,1473
Mettämäentie,,55,
Murrontie,,54,120
Mäkeläntie,,3,25
Pellonperäntie,,21,83
Perkolantie,,85,
Purotie,,1,
Rantatie,,247,
Rekolantie,,4,280
Rimmistöntie,,21,109
Riuttanmaantie,,12,297
Rutavantie,,206,400
Salmenojantie,,4,482
Satolantie,,111,113
Simulantie,,210,226
Soinilantie,,366,528
Tanokkaantie,,824,875
Turuntie,,928,1148
Viljavarastontie,,4,72
Vinkinmäentie,,58,109
Vähäjoentie,,36,255
