street_fi,street_sv,lono,hino
Haapalantie,,100,190
Haukkarinteentie,,30,
Henkisalmentie,,51,260
Hiidenmäentie,,34,147
Hyösalontie,,70,120
Ilomäentie,,30,260
Itäkyläntie,,16,608
Janhosenniementie,,4,220
Junginniementie,,6,69
Jussinmaantie,,39,
Kermantie,,20,
Kontiovuorentie,,9,153
Kuvaslahti,,,
Lahtelantie,,58,100
Lajunpohjantie,,9,117
Lamminkankaantie,,125,165
Levälammentie,,260,
Luusniementie,,900,1815
Mäenkylän Koulutie,,40,
Mäenkyläntie,,15,562
Nevasalontie,,5,37
Pikonniementie,,11,35
Pohjalammentie,,31,217
Raivionlahdentie,,2,154
Salmelantie,,,
Saralantie,,,
Taipaleentie,,44,455
Tenhanseläntie,,20,42
Tenhoniementie,,16,124
Tiplammentie,,107,
Tolkinniementie,,4,364
Tolkinniemi,,,
Tähtiniementie,,98,274
Viikarinlahdentie,,8,63
Viitaniementie,,1,135
