street_fi,street_sv,lono,hino
Ali-Komolantie,,60,
Eskolantie,,2,28
Hako-Ojantie,,2,12
Hakokuja,,3,10
Hakomäentie,,1,16
Hakopolku,,14,26
Hiljantie,,3,10
Hopeatie,,5,
Isonpellonkuja,,3,
Isonpellonrinne,,1,6
Kauppilanmäki,,16,
Kauppilanrinne,,1,11
Kauppilantie,,3,16
Keijukuja,,11,
Kentäntie,,1,19
Kimppakuja,,2,6
Kivipirtintie,,5,17
Koivunalantie,,3,17
Komolantie,,41,49
Koskimyllyntie,,376,543
Kuusenalantie,,7,287
Kuusipellontie,,12,20
Laitatie,,5,38
Linnainvirrantie,,165,
Mäkitie,,4,11
Naavapolku,,4,32
Niemenkuja,,1,67
Nostavankuja,,1,27
Nostavanraitti,,8,31
Nostavantie,,111,682
Närepurontie,,9,21
Ottopojanpolku,,4,15
Pationpolku,,1,9
Pennasenkuja,,5,73
Pennasentie,,43,77
Pähkinämäenpolku,,10,14
Raaskantie,,1,11
Seisakkeentie,,14,59
Taimintie,,2,32
Tausjoentie,,2,11
Tikkakalliontie,,19,367
Vähäjoentie,,24,92
Yli-Peisalantie,,23,90
