street_fi,street_sv,lono,hino
Aholantie,,34,62
Ahorannantie,,19,55
Akkasaari,,12,
Alaniityntie,,56,379
Elimäenkuja,,57,113
Elimäentie,,365,692
Hattulantie,,19,
Heikinpolku,,16,22
Heräkulma,,,
Horhantie,,28,202
Iso-Jussilantie,,11,75
Jokelansaari,,72,
Jämsänjärventie,,16,135
Järvenpäänranta,,19,53
Järvenpääntie,,,
Kahilasaari,,10,
Kalliomäenkuja,,2,10
Kalliomäenraitti,,61,
Kalliomäentie,,,
Kaltilanraitti,,28,350
Kenkäniemenpolku,,61,
Kerkänpolku,,56,78
Kertteentie,,9,362
Kertunpolku,,3,13
Keskisenkuja,,15,145
Kirkkoselän Mustasaari,,14,40
Kirrisaari,,12,
Kiviahontie,,3,45
Kivirannantie,,56,100
Kivisaari,,8,
Koivulahdentie,,8,20
Koivurannantie,,70,
Koivusaari,,4,
Koskelantie,,6,205
Kotiahontie,,2,35
Kukerontie,,5,60
Kuljuntie,,41,
Kuoresalon Saari,,450,
Kuorevedentie,,1388,1731
Kurransaari,,4,162
Lahdenkyläntie,,36,336
Lammassaari,,10,58
Lapinlahdentie,,11,108
Lehmisaari,,4,
Leppälahdentie,,22,115
Liesjärventie,,11,329
Linjatie,,9,
Liponsalmen Mustasaari,,38,
Luhtialantie,,53,73
Maarikainen,,20,
Majasaari,,8,
Mannilantie,,23,
Matokulmantie,,23,319
Metsäpeltoniementie,,8,42
Mikkolantie,,11,40
Mustasalmentie,,66,88
Mustikkamäentie,,86,387
Myllykyläntie,,119,376
Mäkelänraitti,,4,70
Mäntyläntie,,11,52
Niementie,,7,27
Näpinsaari,,4,
Orivedentie,,378,695
Paalisenpolku,,5,75
Palsina,,,
Palsinantie,,53,779
Peltolantie,,30,120
Perälänpolku,,22,34
Pikkujärventie,,50,300
Pohjankuja,,40,163
Poukanlahden Pukkisaari,,30,
Puolamäentie,,3,78
Pärnäjärventie,,289,601
Pärnäjärvi,,,
Rauvalantie,,10,40
Riekonperäntie,,7,100
Riihossalontie,,29,226
Riihostie,,19,55
Runttimäentie,,145,236
Sahilantie,,4,63
Sahinmäentie,,3,115
Salmiantie,,5,282
Selkisaari,,12,
Sirpanraitti,,6,24
Sorsaojantie,,22,70
Särkäntie,,4,25
Säynälahdentie,,12,40
Teerikorventie,,69,
Teeriniementie,,45,109
Toukolanraitti,,28,
Toukolantie,,,
Uotilantie,,20,38
Vasikkainniementie,,1,25
Vedenpääntie,,20,
Venttolantie,,11,109
Vinolantie,,6,48
Virkajärvenraitti,,7,87
Väliviidantie,,35,
Väärälahdenpolku,,19,19
Ylä-Runttimäentie,,20,91
Ylövedenraitti,,72,110
Ylövedentie,,180,910
