street_fi,street_sv,lono,hino
Aapelinkatu,Abelsgatan,1,13
Akselinpolku,Axelsstigen,1,11
Anjankuja,Anjasgränden,2,5
Antinkuja,Andersgränden,3,7
Apajakuja,Varpgränden,1,7
Birger Carlstedtin Kuja,Birger Carlstedts Gränd,1,7
Buguholm,,8,30
Elsankuja,Elsasgränden,2,5
Esperantotie,Esperantovägen,1,4
Esztergominaukio,Esztergomplatsen,,
Etuniemenkuja,Framnäsgränden,4,6
Etuniemenniitty,Framnäsängen,3,7
Etuniemenrinne,Framnäsbranten,3,
Etuniementie,Framnäsvägen,1,19
Flakaholm,,8,76
Gräsanlaakso,Gräsadalen,1,4
Havastie,Notgarnsvägen,1,7
Hylkeenpyytäjäntie,Säljägarvägen,13,19
Iirislahdenkuja,Irisviksgränden,1,8
Iirislahdenportti,Irisviksporten,1,12
Iirislahdenranta,Irisviksstranden,1,34
Iirislahdentie,Irisviksvägen,1,47
Iirismäki,Irisbacken,1,15
Iirisrinne,Irisbrinken,2,6
Itäinen Rantatie,Östra Strandvägen,1,32
Itäkuja,Östergränden,,
Joosepinkuja,Josefsgränden,2,
Kala-Maija,Fiskar-Maja,1,4
Kala-Matti,Fiskar-Matte,1,5
Kalakontintie,Fiskränselvägen,1,4
Kalaonnentie,Fiskelycksvägen,3,5
Kalastajankuja,Fiskargränden,1,12
Kalastajanmäki,Fiskarbacken,1,13
Kalastajantie,Fiskarvägen,13,33
Kalatorppa,Fisketorpet,1,
Katiskakuja,Katsagränden,1,3
Katiskatie,Katsavägen,1,7
Koukkuniemenkuja,Krokuddsgränden,1,
Koukkuniemenportti,Krokuddsporten,1,8
Koukkuniementie,Krokuddsvägen,1,23
Lahdenperä,Vikändan,,
Leenankuja,Lenasgränden,2,4
Leilankuja,Leilasgränden,2,6
Leilitie,Lägelvägen,1,
Lekkerikuja,Kuttinggränden,1,12
Liisankuja,Lisasgränden,1,4
Lilla Blindsund,,,
Läntinen Rantatie,Västra Strandvägen,1,12
Maailman-Matti,Resar-Matte,1,
Markkinakatu,Marknadsgatan,2,14
Matinkallio,Mattberget,1,12
Matinkartanontie,Mattgårdsvägen,1,16
Matinkatu,Mattsgatan,1,28
Matinkuja,Mattsgränden,1,
Matinkulma,Mattsvinkeln,5,
Matinkyläntie,Mattbyvägen,3,
Matinlahdenkatu,Mattviksgatan,1,3
Matinlahdenkuja,Mattviksgränden,1,
Matinlahdenranta,Mattviksstranden,3,
Matinniitty,Mattängen,1,
Matinniitynkuja,Mattängsgränden,1,8
Matinpuronkuja,Mattbäcksgränden,1,4
Matinraitti,Mattstråket,3,17
Matinsyrjä,Mattliden,1,11
Mertatie,Mjärdvägen,1,10
Miessaaren Långholmen,Karlö Långholmen,12,66
Miessaari,Karlö,,
Mirjankuja,Mirjasgränden,2,4
Nassakkakuja,Kaggränden,1,6
Nelikkokuja,Fjärdingsgränden,2,12
Nelikkotie,Fjärdingsvägen,2,20
Nokkalankulma,Nokkalavinkeln,1,7
Nokkalanniementie,Nokkalauddsvägen,1,15
Nokkalanniemi,Nokkala Udd,1,18
Nokkalanpolku,Nokkalastigen,2,
Nokkalanpuisto,Nokkalaparken,1,9
Nuottaharju,Notåsen,1,7
Nuottaharjuntie,Notåsvägen,7,
Nuottakallio,Notberget,1,17
Nuottakuja,Notgränden,2,6
Nuottakuninkaantie,Notkungsvägen,1,11
Nuottakunnankuja,Notlagsgränden,1,4
Nuottakunnanpolku,Notlagsstigen,2,4
Nuottakunnantie,Notlagsvägen,1,20
Nuottalahdentie,Notviksvägen,3,36
Nuottalahti,Notviken,1,
Nuottamiehentie,Notkarlsvägen,1,14
Nuottaniementie,Notuddsvägen,1,36
Nuottarinne,Notbrinken,1,4
Nuottatie,Notvägen,1,19
Ottinkipolku,Åttingsstigen,2,
Palosaarentie,Brändholmsvägen,2,10
Paulakuja,Telngränden,1,7
Pieni Vasikkasaari,Lilla Kalvholmen,8,102
Piispanaukio,Biskopsplatsen,,
Piispansilta,Biskopsbron,8,29
Pitkäsaari,Långholm,2,24
Poste Restante,,,
Pukkisaari,Bockholm,2,134
Puntaritie,Besmansvägen,1,7
Puolikkotie,Halvankarvägen,1,10
Pyyntitie,Fångstvägen,1,7
Pyöräsaari,Julholm,6,124
Rantaharju,Strandåsen,2,10
Rantamäki,Strandbacken,1,4
Rantanuotankuja,Strandnotsgränden,1,4
Rantaraitti,Strandtåget,5,
Rauhalanpuisto,Rauhalaparken,2,13
Satukuja,Sagasgränden,1,3
Selkänuotankuja,Fjärdnotsgränden,1,12
Sepet-Torppa,Sepettorpet,1,9
Sepetlahdentie,Sepetviksvägen,1,14
Siulakuja,Notarmen,1,6
Stora Blindsund,,,
Suomenlahdentie,Finnviksvägen,1,7
Suvinuotanpolku,Sommarnotsstigen,1,
Tiistilänkuja,Distbygränden,1,7
Tiistiläntie,Distbyvägen,4,6
Tiistiläntörmä,Distbybrinken,1,5
Tiistinkallio,Distberget,1,6
Tiistinniityntie,Distängsvägen,1,8
Vanha Leilitie,Gamla Lägelvägen,3,5
Verkkokuja,Nätgränden,1,14
Verkkopolku,Nätstigen,2,9
Vilpunkatu,Filipsgatan,2,
