street_fi,street_sv,lono,hino
Aleksis Kiven Katu,,13,32
Eteläpuisto,,2,4
Hallituskatu,,1,33
Hämeenkatu,,16,35
Hämeenpuisto,,24,53
Kauppakatu,,1,15
Kehräsaari,,,
Keskustori,,10,
Kirkkokatu,,10,10
Klingendahl,,,
Koulukatu,,2,30
Kuninkaankatu,,23,46
Kurilankatu,,1,3
Laiskolankuja,,1,
Laukontori,,4,14
Mariankatu,,29,43
Mäntykatu,,1,8
Nalkalankatu,,2,14
Näsilinnankatu,,25,52
Palomäentie,,1,6
Papinkatu,,5,24
Poste Restante,,,
Pyhäjärvenkatu,,1,12
Pyynikintie,,3,9
Ristikatu,,1,8
Satamakatu,,1,26
Tampereen Valtatie,,2,
Tiiliruukinkatu,,1,22
