street_fi,street_sv,lono,hino
Antilantie,,86,100
Arasalontie,,14,
Haapasentie,,6,623
Haikarantie,,60,
Hakamäentie,,7,
Haralantie,,,
Hautakorventie,,100,
Heiskalantie,,12,90
Huopionrinteentie,,4,38
Inginmoisio,,10,74
Iso-Röyhiö,,,
Isoröyhiöntie,,7,87
Juhtimäki,,,
Järvensivunperä,,212,
Karhunkorventie,,23,243
Kaskenranta,,69,
Kivihuhdantie,,98,
Kiviniityntie,,12,25
Kivistöntie,,46,
Klaasentie,,240,
Kortelahdentie,,1,
Kortesniementie,,51,157
Koulunmäentie,,10,15
Kujunlahdentie,,21,110
Kyynärlammentie,,30,
Laivasalmi,,57,
Lehtokorventie,,12,42
Leponiementie,,61,239
Linjatie,,7,
Linnansaari,,67,
Luhalahdentie,,618,2641
Luhalahti,,,
Muotilantie,,11,113
Mäkisentie,,14,699
Noljasjärventie,,33,233
Paastontie,,13,115
Penijärventie,,1,199
Pikkukydöntie,,21,
Pitkälahdentie,,22,
Poikeluksentie,,12,498
Poste Restante,,,
Pääjärventie,,9,868
Pääniementie,,1,180
Raittilantie,,,
Rannanmaantie,,23,
Rannanojantie,,9,
Riekkolantie,,3,55
Sipsiöntie,,33,125
Soputie,,98,139
Särkijärventie,,15,
Vaho,,,
Vahontie,,24,146
Viukanen,,14,
Vähäniemi,,,
Väinänlahdentie,,6,495
Väinäntie,,366,692
Vääräkoskentie,,18,295
Ylijoentie,,141,
Yliojantie,,20,141
Ylisentie,,8,185
Yliuparintie,,2,55
