street_fi,street_sv,lono,hino
Aarneenkallionkatu,,1,11
Asemakatu,,1,28
Brahenkatu,,3,5
Haapaniemenkatu,,2,12
Haapaniementie,,1,32
Hallikatu,,10,
Hallituskatu,,4,14
Hapelähteenkatu,,3,12
Hatsalankatu,,4,8
Hermanninaukio,,1,12
Honkasaarentie,,1,20
Honkasaari,,,
Honkasaari Rönö,,,
Iivarinsalo,,192,236
Itkonniemenkatu,,2,2
Kaartokatu,,3,5
Kallanranta,,1,13
Kallaveden Pajuluodot,,60,106
Kauppakatu,,1,41
Kirjastokatu,,3,11
Kirkkokatu,,1,61
Koljonniemenkatu,,1,58
Kuninkaankatu,,1,40
Kuopionlahdenkatu,,2,31
Käsityökatu,,2,43
Lapinlinnankatu,,1,8
Lappalaisenkatu,,,
Lehtoniemenkatu,,1,12
Lehtosaarentie,,1,13
Lehtosaari,,1,20
Lukkarinkatu,,1,9
Maaherrankatu,,1,37
Makasiininkatu,,2,6
Maljalahdenkatu,,1,25
Minna Canthin Katu,,1,66
Museokatu,,10,24
Myhkyrinkatu,,2,25
Neulasaari,,,
Niemenkatu,,5,43
Pengerkatu,,1,
Pieni-Olli,,42,126
Pieni-Ollin Luoto,,1,
Piispankatu,,1,14
Poste Restante,,,
Presidentinkatu,,1,20
Puijonkatu,,1,41
Puistokatu,,7,9
Puusepänkatu,,5,15
Raviradantie,,1,15
Rönön Honkasaari,,3,6
Rönön Seitsemänpuunsaari,,1,
Rönön Tiilisaari,,,
Rönöntie,,1,29
Saastamoisenkatu,,6,12
Satama-Alue,,,
Satamakatu,,1,34
Saunalahti,,,
Savonkatu,,1,12
Sepänkatu,,1,33
Snellmaninkatu,,1,41
Sorvarinkatu,,1,15
Suokatu,,1,27
Suuri-Olli,,60,360
Säyneensalo,,114,1434
Säyneensalon Kaijansalo,,62,240
Säyneensalon Pieni-Kaija,,38,
Tasavallankatu,,1,9
Telakkakuja,,2,10
Tiilisaarenkuja,,1,6
Tiilisaarentie,,1,18
Tiilisaari,,1,
Tulliportinkatu,,1,38
Urheilukatu,,1,8
Vahtivuorenkatu,,1,14
Vankilankatu,,3,
Varastokatu,,2,16
Varvisaarentie,,1,8
Varvisaari,,2,9
Varvisaari Tyyniranta,,120,
Vattikuja,,1,5
Venekatu,,1,
Venemiehenkatu,,2,11
Vuorikatu,,1,46
Väinölänniemi,,1,
