street_fi,street_sv,lono,hino
Ahvenniementie,,15,180
Caweninpolku,,14,
Haanmäentie,,51,90
Halkolahdentie,,9,70
Hiekantie,,33,33
Huutoniementie,,18,58
Jysmäntie,,1,
Kallioharjuntie,,58,
Karkeenlenkki,,19,189
Korpilahti Synsiä,,,
Laivatie,,20,130
Lauttapohjantie,,10,40
Lohilahdentie,,31,49
Marjoniementie,,10,331
Myllyjärvenpolku,,10,100
Niinimäenraitti,,15,
Oiniementie,,10,57
Oittila,,,
Oittilantie,,380,1240
Pajulahdentie,,7,57
Pajusalmenranta,,19,23
Pajusalmentie,,47,469
Peiponmäentie,,261,
Pyhävuorentie,,105,150
Pököntie,,20,186
Raadanlahdentie,,730,
Raidanlahdentie,,31,783
Raidanlahti,,,
Rajalanpolku,,24,30
Rasinmäentie,,44,
Ristilahdentie,,3,35
Ristiniementie,,10,90
Ruutlahdentie,,11,53
Saarimäentie,,44,
Salakkatie,,64,120
Sumpunpolku,,,
Syrjämäentie,,12,70
Tarpilanmutka,,17,
Tasakankaantie,,3,101
Tyystjoentie,,30,200
Vahtajärventie,,50,
Vainionmäen Rantatie,,11,76
Valkeismäentie,,10,
Vilhuniementie,,22,590
Ylä-Tihtarin Metsätie,,596,
Äijävalkamantie,,20,20
