street_fi,street_sv,lono,hino
Apajakuja,Varpgränden,1,7
Eräkuja,Jaktgränden,1,6
Hakamaankuja,Hagmarksgränden,1,5
Haltiantie,Haltiavägen,4,8
Harppuunapolku,Harpunstigen,1,7
Helmikuja,Pärlgränden,1,8
Huddingenpolku,Huddingestigen,2,4
Iskoskuja,Stenflisgränden,1,3
Iskostie,Stenflisvägen,1,16
Jönsaksenkuja,Jönsasgränden,1,6
Jönsaksenpiha,Jönsasgården,3,5
Jönsaksenpolku,Jönsasstigen,1,8
Jönsaksentie,Jönsasvägen,4,6
Kilterinaukio,Gillerplatsen,1,5
Kilterinkaari,Gillerbågen,2,10
Kilterinkuja,Gillergränden,2,6
Kilterinkulma,Gillerkanten,2,4
Kilterinraitti,Gillerstråket,,
Kilterinrinne,Gillerbrinken,4,10
Kilterintie,Gillervägen,13,15
Kinorinne,Kinobrinken,6,
Kivikirveenkuja,Stenyxgränden,3,
Korutie,Smyckevägen,1,3
Koskikuja,Forsgränden,1,7
Kuohukuja,Svallgränden,1,13
Kuohurinne,Svallbrinken,1,6
Leiritie,Lägervägen,1,14
Liesikuja,Eldstadsgränden,4,9
Liesitori,Eldstadstorget,1,
Loiskekuja,Skvalpgränden,1,6
Loiskepolku,Skvalpstigen,3,
Louhelantie,Klippstavägen,1,10
Louhelantori,Klippstatorget,,
Löydöspolku,Fornfyndsstigen,2,4
Löydöstie,Fornfyndsvägen,1,
Meripihkatori,Bärnstenstorget,2,
Myyrmäenraitti,Myrbackaleden,2,8
Myyrmäentie,Myrbackavägen,2,6
Norokuja,Rännilsgränden,4,6
Norotie,Rännilsvägen,1,12
Ojahaanpolku,Bäckhagsstigen,6,8
Ojahaanrinne,Bäckhagsbrinken,2,5
Ojahaantie,Bäckhagsvägen,1,13
Paalukylänpolku,Pålbystigen,1,5
Paalutori,Påltorget,3,
Patotie,Dammvägen,2,8
Piikuja,Flintgränden,1,11
Pudaskuja,Ågrensgränden,1,
Pudasrinne,Ågrensbrinken,4,
Punamultakuja,Rödmyllegränden,1,4
Punamultapolku,Rödmyllestigen,1,3
Putouskuja,Fallgränden,1,7
Putousrinne,Fallbrinken,1,4
Pyörrekuja,Virvelgränden,1,1
Raappavuorentie,Skrapbergsvägen,2,10
Rajatorpantie,Råtorpsvägen,1,23
Ruukkukuja,Krukgränden,1,5
Ruukuntekijäntie,Krukmakarvägen,1,13
Solkikuja,Spännegränden,1,10
Suvantopolku,Lugnvattensstigen,5,7
Suvantotie,Lugnvattensvägen,4,
Tuurakuja,Isbillsgränden,2,4
Uomakuja,Strömfåragränden,2,6
Uomarinne,Strömfårabrinken,1,5
Uomatie,Strömfåravägen,1,21
Vaahtokuja,Skumgränden,1,13
Vaahtorinne,Skumbrinken,1,6
Vaskivuorentie,Kopparbergsvägen,12,22
Virtakuja,Flodgränden,2,
Virtapolku,Flodstigen,3,
Virtatie,Flodvägen,1,9
Vuollemutka,Strömkröken,3,9
