street_fi,street_sv,lono,hino
Aapatie,,1,28
Aimolantie,,3,27
Antinkuja,,4,6
Antinniityntie,,1,16
Anttoninkatu,,3,26
Apilakaari,,2,
Artuntie,,1,14
Atrainkatu,,2,7
Einonkuja,,1,10
Erkinkuja,,1,5
Haavikatu,,1,4
Haavikkotie,,3,7
Happomiehentie,,2,9
Harkkotie,,2,6
Heikinkuja,,1,5
Heinämutka,,2,12
Heinämäenkuja,,1,8
Heinämäentie,,2,24
Heinäojantie,,4,12
Helmintie,,1,16
Hennalankuja,,1,6
Hetteikkö,,1,17
Hilkantie,,1,10
Hintikankuja,,3,7
Hytösenkuja,,2,16
Kaislikkotie,,2,34
Kalanterimiehentie,,6,19
Kassunkuja,,1,3
Katajatie,,1,29
Katiskakatu,,1,6
Keijonkuja,,2,4
Keittäjäntie,,2,6
Kiertotie,,2,26
Kirstintie,,1,17
Koivikkotie,,1,24
Kosteikko,,2,14
Käsälä,,1,6
Lahjaharjuntie,,5,32
Latvustie,,2,10
Leppätie,,1,19
Liiketie,,2,
Lohikoskentie,,,
Lummetie,,1,28
Maahintie,,2,20
Maijantie,,1,7
Markkulantie,,1,9
Massankärrääjäntie,,7,10
Matinkuja,,1,6
Mertakatu,,1,6
Metsikkötie,,3,25
Niittytie,,1,31
Norolantie,,2,4
Nuottakatu,,2,6
Nuottaruoho,,1,18
Näsintie,,1,7
Ollinkuja,,3,5
Oskarintie,,3,19
Pajutie,,1,18
Paloniemenkärki,,3,5
Paloniementie,,11,21
Paperimestarintie,,1,21
Parilankatu,,1,4
Pelkosentie,,1,14
Pergamenttitie,,1,8
Pihlajapolku,,1,15
Pohjanniementie,,1,30
Puikkarikatu,,1,15
Pärnäsenkuja,,1,
Pärnäsentie,,1,15
Raitatie,,1,19
Rantakukantie,,1,20
Rasvarintie,,3,5
Revontie,,1,14
Rinnekaari,,1,15
Ritoniementie,,1,26
Ritopohjantie,,2,11
Rossintie,,1,
Rullamiehentie,,2,10
Ruokotie,,1,29
Rysäkatu,,1,8
Saikkosentie,,5,41
Sammaltie,,2,23
Saratie,,2,23
Seppäläntie,,40,
Silinterimiehentie,,2,9
Sivukuja,,3,
Suolammentie,,1,15
Terhotie,,2,8
Tienpää,,1,9
Timoteiraitti,,1,5
Tulolantie,,2,16
Turkulaisentie,,2,
Turotie,,1,5
Tuukkasentie,,2,
Tuulaskatu,,1,7
Tyyppälänjärventie,,23,201
Tyyppäläntie,,4,57
Ukonmutka,,2,10
Ukonniementie,,8,38
Ulpukkatie,,1,15
Varastotie,,1,6
Verkkokatu,,1,10
Viitaharjuntie,,1,99
Virtalantie,,2,8
Väinöntie,,1,10
Yläpaula,,1,6
