street_fi,street_sv,lono,hino
Ajurinpuisto,Formansallén,1,13
Asematie,Stationsvägen,1,12
Asentajantie,Montörsvägen,1,6
Aurinkopolku,Solstigen,2,26
Backa,,1,223
Baggbyntie,Baggbyvägen,25,187
Baggö,,1,62
Baggöntie,Baggövägen,251,1314
Barckenin Kuja,Barckens Gränd,1,
Björnskogen,,5,33
Björnöntie,Björnövägen,52,220
Blomsterholmintie,Blomsterholmsvägen,28,129
Bodalintie,Bodalsvägen,4,165
Bovikintie,Boviksvägen,11,53
Boxintie,Boxvägen,10,293
Boxströmsudden,,6,51
Brobyntie,Brobyvägen,7,121
Brutubölentie,Brutubölevägen,101,216
Brännmossantie,Brännmossavägen,96,128
Byholmintie,Byholmsvägen,12,52
Bärholmintie,Bärholmsvägen,13,118
Bålabackantie,Bålabackavägen,17,89
Båssabölentie,Båssabölevägen,120,156
Båssankuja,Båssagränd,1,7
Båssantie,Båssavägen,1,25
Båssauddintie,Båssauddsvägen,82,94
Candelininkatu,Candelinsgatan,1,11
Carpelanintie,Carpelansvägen,1,19
Cederblominkatu,Cederblomsgatan,1,16
Degerängintie,Degerängsvägen,4,109
Degeröntie,Degerövägen,16,442
Edesnäsintie,Edesnäsvägen,24,72
Ekeröntie,Ekerövägen,10,321
Erlingintie,Erlingsvägen,21,33
Erottajankatu,Skillnadsgatan,1,19
Ersöntie,Ersövägen,58,170
Eteläinen Odensöntie,Södra Odensövägen,82,212
Eteläinen Rantakatu,Södra Strandgatan,1,30
Eteläinen Satamakatu,Södra Hamngatan,2,
Faktorinpolku,Faktorsstigen,7,42
Filkrogintie,Filkrogsvägen,71,180
Finbygrändintie,Finbygrändsvägen,3,110
Fleminginkatu,Flemingsgatan,1,42
Fåfängönniemi,Fåfängöudden,46,81
Fåfängöntie,Fåfängövägen,57,216
Granuddintie,Granuddsvägen,14,58
Grobbintie,Grobbvägen,5,190
Gropholmintie,Gropholmsvägen,17,60
Gropintie,Gropvägen,1,21
Grännantie,Grännavägen,12,109
Gullbackantie,Gullbackavägen,44,114
Gullöntie,Gullövägen,1,403
Gästersöntie,Gästersövägen,7,345
Hakakuja,Haggränd,1,3
Halstö,,,
Hangistin Kartanon Tie,Hangist Gårds Väg,14,162
Hangistintie,Hangistvägen,114,361
Hangonkatu,Hangögatan,1,19
Hansikkaantekijänkatu,Handskmakaregatan,1,3
Harparbackantie,Harparbackavägen,12,85
Hattholmintie,Hattholmsvägen,36,154
Hatuntekijänkatu,Hattmakaregatan,2,8
Hedvig Sohlbergin Katu,Hedvig Sohlbergs Gata,1,18
Helene Schjerfbeckin Katu,Helene Schjerfbecks Gata,1,6
Hemdalintie,Hemdalsvägen,110,223
Hermansö,,,
Horsbäckin Kartanon Tie,Horsbäck Gårds Väg,14,77
Horsbäckintie,Horsbäcksvägen,125,350
