street_fi,street_sv,lono,hino
Alahatie,,6,16
Antilantie,,4,478
Fabianintie,,1,4
Haaksluodontie,,8,
Hanhivuorentie,,4,134
Hedvigintie,,6,20
Hirveläntie,,1,595
Hopiantie,,156,
Isonkiventie,,3,12
Karjomäentie,,5,8
Kiertokoulunkuja,,1,9
Kinnarintie,,2,
Kivikuja,,4,11
Kivimiehentie,,249,346
Koivistonkyläntie,,4,172
Komannintie,,20,115
Koskentie,,4,609
Kurikantie,,321,441
Kuutiloisenkuja,,2,74
Lakkimestarintie,,3,
Laksolantie,,1,8
Lammilantie,,1,12
Levulantie,,65,
Liuhtarinkuja,,2,
Noksonkuja,,6,8
Nopankyläntie,,5,575
Näkymättömäntie,,13,25
Ojaluhdantie,,100,153
Paavalintie,,280,370
Panttilantie,,2,92
Pelimannintie,,1,79
Peltotie,,,
Pikkuvuorenkuja,,1,
Pikkuvuorentie,,2,12
Pitkäsentie,,3,
Raamikuja,,3,
Raamitie,,1,52
Rajatie,,83,92
Rauduskoivuntie,,6,24
Riippakoivuntie,,10,30
Rinteentie,,1,71
Ruotumiehentie,,3,29
Rypöläntie,,1,31
Sahantie,,2,
Siepparintie,,1,6
Suutarintie,,1,
Vaesmäentie,,8,50
Vähämäentie,,3,17
Yli-Antilantie,,7,16
