street_fi,street_sv,lono,hino
Apilatie,,2,9
Björnintie,,6,
Eerontie,,1,50
Einarintie,,1,8
Gigawattitie,,2,77
Hevossuontie,,4,
Hietatie,,1,14
Hopearannantie,,43,
Hosistontie,,4,136
Huiskontie,,5,11
Iisakinpolku,,7,
Isojussinpolku,,1,5
Jalmarintie,,3,
Juhaninpolku,,7,
Juholantie,,16,48
Jukolantie,,31,63
Juolukkatie,,1,10
Jäkälätie,,1,10
Kanervatie,,1,10
Karpalotie,,1,10
Kelokuja,,1,8
Keronokantie,,12,50
Keskivedentie,,1,30
Kinnontie,,13,97
Kirsikkatie,,1,7
Kistiläntie,,36,48
Koivuniementie,,32,152
Kornamaantie,,73,
Korpelantie,,1,
Korpinkiventie,,11,37
Koskitie,,6,21
Koulupolku,,24,170
Lahjarannantie,,33,59
Lakkatie,,1,10
Laurinpolku,,2,6
Lehtirannantie,,,
Magnuksentie,,3,63
Mansikkatie,,1,13
Marjastentie,,1,35
Marjastuvantie,,31,
Matinpolku,,1,11
Melaluodontie,,1,157
Merimaantie,,80,
Metsäläntie,,2,121
Miekantie,,8,162
Mustikkatie,,1,10
Mäkiläntie,,2,
Nikusillantie,,2,36
Nummitie,,4,20
Nurkintanhua,,5,23
Olkiluodontie,,8,1037
Orjantie,,40,86
Orjasaarentie,,30,174
Pakantie,,2,22
Pohjarannantie,,11,81
Puolukkatie,,1,10
Pysäkintie,,3,31
Raikistontie,,63,83
Rajatie,,9,21
Raskinkuja,,2,40
Raskintie,,23,279
Raumantie,,269,2302
Raunelantie,,2,28
Riihimäentie,,2,27
Riikinpolku,,4,74
Rikantilantie,,79,498
Rummintie,,37,241
Saaren Kirkkotie,,30,133
Saaren Kylätie,,10,49
Saarentie,,116,506
Sammaltie,,2,10
Satamatie,,156,
Sohantie,,180,311
Sorkan Maantie,,4,709
Tahkoniementie,,22,140
Taipaleentie,,5,148
Terawattitie,,1,1
Tiilitehtaantie,,5,11
Tyrnitie,,1,8
Ulkokiventie,,1,29
Unkintie,,1,66
Vadelmatie,,2,14
Vaimalantie,,23,41
Vanhatie,,9,39
Venttiilitie,,2,34
Villinkarintie,,1,17
Voltterintie,,6,48
Volttitie,,1,84
Vuorenmaantie,,30,133
Vähäkyläntie,,3,103
Wattikuja,,1,4
