street_fi,street_sv,lono,hino
Aaponkatu,,3,
Ahokuja,,2,15
Ahvenjärventie,,107,125
Anttilankatu,,3,27
Asemakatu,,1,5
Atilantie,,10,26
Eerolantie,,1,65
Eeronkatu,,1,13
Harjupolku,,60,
Helikönkatu,,1,20
Heposuontie,,59,
Hietalahdentie,,3,11
Hietalanniementie,,5,88
Häkkisenranta,,,
Juholansaarentie,,1,36
Juholantie,,13,101
Jussilankatu,,2,7
Juurakontie,,14,85
Järvenniementie,,81,355
Järvitie,,2,6
Kaivokatu,,5,10
Keski-Suomen Tie,,27,
Kettulahdentie,,39,
Ketunkuja,,5,
Keurussaari,,50,488
Kevätsalontie,,33,
Kirstinkatu,,1,11
Kivimäenraitti,,37,
Korjaamontie,,3,
Korpikatu,,1,20
Kortepoukamantie,,16,
Labbartinkuja,,4,
Laivarannankatu,,2,12
Laurinkatu,,1,15
Lehvätie,,2,6
Lepistönpolku,,20,
Liikennöitsijänkatu,,1,
Lähteenkatu,,1,
Maijanportinkatu,,1,11
Majalankatu,,5,14
Mattilankatu,,2,11
Metsälänkatu,,1,20
Metsäniementie,,27,90
Mustanlahdenkatu,,6,14
Myllyrannantie,,1,230
Mäntyahontie,,13,
Mäntylänkatu,,1,
Niemelänkatu,,1,
Noronkatu,,8,20
Nättiläntie,,2,6
Onnelankatu,,1,11
Otsonpolku,,4,
Paavonkuja,,2,4
Palojärventie,,53,
Piilolantie,,8,
Pirttilahdentie,,1,11
Postikatu,,4,14
Pölkkyläntie,,23,
Raja-Ahontie,,4,269
Rajakatu,,2,12
Rajalantie,,4,34
Rajaleväntie,,50,
Rauhankatu,,2,6
Riihosjärventie,,8,142
Riihossalmentie,,15,
Rinnekuja,,2,11
Rinnepolku,,3,
Ristiniementie,,3,37
Runttimäentie,,8,132
Sairaalantie,,106,206
Sammallammintie,,781,
Santalankatu,,1,33
Santavuorenkatu,,3,15
Sassintie,,78,
Savosenkatu,,1,31
Sillanpäänkatu,,2,26
Sirppitie,,1,37
Sivulantie,,1,
Suutarinniementie,,170,
Syrjäkatu,,2,8
Syvälahdentie,,5,107
Tammikatu,,1,20
Tammirannantie,,1,19
Tapiolantie,,2,18
Tapionpolku,,6,
Terhotie,,1,8
Tuotinkatu,,1,3
Töyrylänkatu,,1,4
Urheilukentäntie,,1,3
Vaahterakatu,,1,20
Valtatie,,15,63
Varputie,,2,8
Venlankatu,,1,
Voimankatu,,2,28
Vuorentie,,1,70
Ylä-Runttimäentie,,99,109
