street_fi,street_sv,lono,hino
Aamutuulentie,,1,14
Aapistie,,1,11
Arinakatu,,1,9
Aspitie,,1,20
Avainkuja,,1,8
Erämaantie,,1,8
Eteläportintie,,67,91
Eteläväylä,,5,24
Haapavuorentie,,3,110
Hakalantie,,4,17
Hevoshaka,,5,36
Hietatie,,1,48
Holkkitie,,1,47
Huhtalantie,,9,45
Häkkisentie,,3,
Härköläntie,,15,37
Iltatuulentie,,1,14
Itu,,1,
Itätuulentie,,2,43
Jokipakantie,,2,15
Juolukkatie,,6,
Jäkälätie,,1,26
Kaakkoiskaari,,1,27
Kaijanlammentie,,5,18
Kangasmetsätie,,1,10
Kauramäentie,,10,
Kauraojantie,,3,16
Keljonkankaantie,,5,113
Keljonrannantie,,175,278
Keljonranta,,1,276
Kerkkäkatu,,1,5
Kihokkitie,,1,10
Kiviharjuntie,,3,25
Koilliskaari,,1,18
Kämmekkä,,1,10
Lepikkohaka,,1,5
Lieko,,1,5
Lippitie,,2,5
Lohilammentie,,4,9
Lotilanmutka,,1,10
Lotilanperä,,1,20
Lotilantie,,1,17
Lounatuulentie,,8,14
Lukkotie,,1,16
Luoteistuulentie,,1,33
Lylymäki,,,
Lähdetie,,1,48
Länsituulentie,,1,45
Maustehyllynkatu,,2,36
Metallimiehentie,,2,
Moreeni,,1,13
Muuramentie,,7,39
Myötätuulentie,,2,25
Määrlytie,,1,14
Naavatie,,1,12
Niittitie,,1,5
Niittyvilla,,2,12
Ohraperä,,2,17
Orastie,,3,11
Pahkatie,,1,9
Pajapellontie,,3,
Palotie,,1,18
Pihapellontie,,2,14
Pihkatie,,1,4
Pippurimyllynkatu,,1,32
Purasin,,2,6
Rajarinne,,1,11
Rantahaka,,2,32
Salpatie,,,
Saniaistie,,4,29
Saranatie,,1,20
Sarvivuorentie,,15,
Silmukuja,,1,8
Sinkilätie,,5,20
Sivutuulenkuja,,4,16
Sohlberginkatu,,10,
Sokkakuja,,,
Soratie,,1,29
Sorvi,,1,5
Suomuurain,,1,6
Suopellontie,,1,24
Suotie,,1,29
Suvituulentie,,1,23
Sysmälänmutka,,1,9
Sysmälänperä,,1,17
Sysmäläntie,,1,31
Säppitie,,2,17
Särkänsivu,,4,6
Särkäntie,,1,11
Säynätsalontie,,1,58
Sääkslahdentie,,1,12
Sääksvuorentie,,4,22
Tapiolantie,,1,23
Tekolammentie,,1,24
Teljintie,,1,41
Törmä,,1,5
Uunikatu,,14,51
Valimontie,,1,75
Valkeakorventie,,2,12
Vanhatie,,1,52
Varsahaka,,1,13
Varvikkotie,,1,6
Vasikkahaka,,1,12
Vinkkelitie,,1,12
Välitie,,1,28
Åströminkatu,,1,11
