street_fi,street_sv,lono,hino
Autiontie,,2,12
Haatajanniementie,,4,6
Haukilahdentie,,1,9
Härköläntie,,2,2
Iivonlahdentie,,2,11
Iivonperäntie,,15,18
Jormuantie,,430,906
Kekkolantie,,2,6
Ketolantie,,3,25
Kiiskikalliontie,,1,8
Kitusentie,,4,15
Korpelantie,,10,
Korvanniementie,,760,1105
Kotaharjuntie,,1,17
Kumpulahdentie,,3,14
Kumpulantie,,5,14
Käppyräntie,,33,57
Lamporannantie,,88,134
Lehmikaarre,,1,
Naavapoluntie,,1,4
Nuasrannantie,,25,56
Pohjavaarantie,,153,203
Pääskyrannantie,,4,10
Rimpilänniementie,,8,54
Rupukkavaarantie,,115,
