street_fi,street_sv,lono,hino
Aapelinpolku,,41,
Alapitkäntie,,1,71
Asemapolku,,1,10
Asematie,,,
Asutusmuseontie,,2,
Eeronpolku,,2,4
Hanhilammentie,,240,
Harjutie,,1,20
Heiluanranta,,32,44
Heiluantie,,1,21
Hiekkatie,,1,17
Jokeripolku,,4,8
Jokiharjuntie,,2,63
Jokiniementie,,25,58
Juurikantie,,1,93
Järvenpääntie,,10,410
Kaijanlahdentie,,24,275
Kaijansaarentie,,2,343
Kalliosaarentie,,24,77
Kangastie,,2,8
Karjuslahdentie,,6,45
Kaura-Ahontie,,60,
Kekkolankankaantie,,3,19
Kersulantie,,28,86
Kinnulanlahdentie,,116,470
Kirjorannantie,,48,86
Kirkkotie,,2,18
Koivumäentie,,10,176
Kolikkorinne,,,
Kolikkorivi,,,
Korteharjuntie,,12,40
Kummelinniemi,,52,
Kunelinkuja,,3,8
Kuopiontie,,2168,
Kuoppaharjuntie,,410,456
Kuormausalueentie,,100,164
Käperintie,,35,241
Laatasmäentie,,31,627
Lehtimäentie,,23,98
Lehtoniementie,,81,252
Lähteenkorvantie,,2,36
Miettiläntie,,1,10
Mikantie,,3,196
Mukulamäentie,,38,88
Mustavirrantie,,15,202
Mäntytie,,1,14
Nahkurintie,,2,6
Narvanjoentie,,104,240
Narvankoskentie,,25,221
Oravilahdentie,,43,542
Oravimäentie,,14,163
Pajatie,,1,
Peltotie,,4,13
Poste Restante,,,
Postitie,,1,6
Puronharjuntie,,22,80
Puronportintie,,38,240
Puusepänkuja,,1,
Puusepäntie,,1,
Pyöreisjärventie,,15,629
Rantahovintie,,20,82
Rinnekuja,,2,6
Räsäläntie,,3,20
Rönkäläntie,,9,42
Rönköläntie,,,
Saarismäentie,,231,341
Sakarilanpolku,,1,11
Sipolantie,,1,57
Suhonniementie,,53,63
Suorannantie,,479,558
Toivontie,,2,42
Tölvänniementie,,8,126
Tölväntie,,11,978
Ulppaantie,,2,62
Vaihteenkorva,,2,8
Viitakummuntie,,154,170
