street_fi,street_sv,lono,hino
Bredviikintie,Bredviksvägen,35,583
Brännbackantie,Brännbackavägen,42,46
Byön,,21,789
Båtviikintie,Båtviksvägen,1,185
Djupudden,,30,
Dyviikintie,Dyviksvägen,46,50
Dyvikintie,Dyviksväg,50,
Fisknäsintie,Fisknäsvägen,6,66
Furusundintie,Furusundsvägen,2,296
Goddalintie,Goddalsvägen,2,215
Harjutie,Åsvägen,54,74
Horslökintie,Horslöksvägen,18,534
Hummelviikintie,Hummelviksvägen,65,
Högdalintie,Högdalsvägen,35,51
Höterviikintie,Höterviksvägen,1,39
Kotisatamantie,Hemhamnsvägen,12,
Kråknäsintie,Kråknäsvägen,32,64
Kuusikuja,Granlinden,,
Laapekintie,Labäcksvägen,5,
Lillholmantie,Lillholmsvägen,15,35
Lubondaksentie,Lubondasvägen,3,115
Långnäsintie,Långnäsvägen,2,23
Mjölknäsintie,Mjölknäsvägen,46,53
Nybackantie,Nybackavägen,26,78
Näsdalinpolku,Näsdalsstigen,11,94
Peikkopolku,Trollstigen,24,36
Rannikkolaivurintie,Skutskepparvägen,13,36
Rukoushuoneenpolku,Bönehusstigen,10,12
Råbackantie,Råbackavägen,60,
Rösundintie,Rösundsvägen,1,219
Sandsundintie,Sandsundsvägen,18,115
Sandviikintie,Sandviksvägen,38,50
Sarvisalo,Sarvsalö,44,69
Sarvisalontie,Sarvsalövägen,707,1146
Sillankorva,Broända,6,30
Skogarsinpolku,Skogarsstigen,21,63
Solhemintie,Solhemsvägen,17,27
Stadslandintie,Stadslandsvägen,20,
Stensundintie,Stensundsvägen,5,365
Storänginpolku,Storängsstigen,37,57
Storängintie,Storängsvägen,80,254
Svedjeholmantie,Svedjeholmsvägen,16,35
Talholmantie,,115,
Tallholmantie,Tallholmsvägen,50,156
Tammitöyry,Ekliden,15,30
Teiraksentie,Teirasvägen,8,124
Telakkatie,Slipvägen,1,134
Tiilitie,Tegelvägen,51,91
Torsviikintie,Torsviksvägen,2,296
Veneenveistäjäntie,Båtbyggarvägen,29,39
