street_fi,street_sv,lono,hino
Aittoniementie,,6,76
Ala-Vallintie,,137,568
Alalamminkuja,,2,
Alamyrkyntie,,1,5
Alhontie,,1,3
Asulantie,,1,18
Einontie,,1,6
Emerikintie,,1,16
Haapaojantie,,94,920
Hakalantie,,5,75
Hakkolantie,,265,
Hallitie,,1,14
Hankkavantie,,3,
Hautiaisentie,,4,347
Haverintie,,4,18
Havumäentie,,1,9
Heittolantie,,15,190
Hirvijärventie,,216,740
Huhdanmäentie,,15,
Ihantolankuja,,3,7
Ilkanmäentie,,4,141
Ilkantie,,1,17
Iloniementie,,1,13
Jalastie,,2,246
Jokikuja,,3,6
Järvitie,,1,12
Kaislatie,,2,6
Kaivotie,,1,6
Kalliotie,,1,7
Kanalantie,,34,203
Kannontie,,8,180
Kantinkuja,,2,6
Kappalaisentie,,2,18
Kauppilantie,,1,10
Keskustie,,2,56
Kessutie,,2,4
Ketotie,,1,
Kierrostie,,1,22
Kirkkotie,,2,13
Kirveskuja,,2,6
Kisatie,,8,
Kiventuvantie,,26,40
Kivistönkyläntie,,31,327
Knuuttilantie,,1,11
Koivukuja,,2,10
Koivulehdontie,,2,16
Kortetie,,1,6
Koskitie,,1,21
Kotokuja,,1,
Koulukuja,,2,17
Kujatie,,8,71
Kukkolantie,,61,211
Kulmantie,,52,
Kumputie,,1,6
Kuntopolku,,1,4
Kurssitie,,1,8
Kuusikaari,,1,14
Kuusistonkuja,,,
Kuusistontie,,8,84
Kyllikinkuja,,5,
Kynttiläkuja,,3,
Kärjenmäentie,,3,64
Laaksonkuja,,1,8
Laaksotie,,4,28
Laidunkuja,,1,8
Lamminkuja,,1,7
Lamminsalontie,,11,
Lammintie,,8,33
Larvalantie,,15,
Larvanevantie,,19,164
Larvustontie,,53,59
Lauhamäentie,,1,44
Lauhanevantie,,57,156
Launontie,,5,14
Lempilaaksontie,,1,60
Lenkkipolku,,1,6
Lepolantie,,2,15
Leskisentie,,1,4
Letto-Ojantie,,25,166
Lyylintie,,3,6
Lähdetie,,2,4
Löyhingintie,,14,297
Maapeurantie,,4,
Marttilantie,,11,215
Matinkuja,,3,6
Meijeritie,,3,
Mettäkuja,,1,40
Museonmäentie,,5,
Mustakorventie,,6,28
Mutkakuja,,3,5
Myllytie,,5,12
Mäkelänkuja,,1,9
Mäki-Rajalantie,,1,20
Mäkisentie,,1,59
Mäntykoskentie,,92,212
Mäntylammintie,,1,9
Mäntyrinne,,1,8
Niemeläntie,,1,12
Niementie,,2,26
Niittykuja,,1,6
Nikkolantie,,2,10
Oikotie,,1,80
Opintie,,1,8
Papinkuja,,4,
Papintie,,2,24
Parkkarintie,,1,25
Patokuja,,1,8
Paulaojantie,,30,302
Peltokuja,,1,10
Penttilänkuja,,2,6
Perälänmäentie,,320,385
Peräsaarentie,,11,85
Perävainiontie,,1,13
Peuranpolku,,4,44
Pihakuja,,2,6
Pihlajakuja,,2,10
Pistotie,,1,4
Pitkännevantie,,25,75
Pohjanmaanportti,,4,22
Poikkitie,,1,22
Poste Restante,,,
Pukkisaarentie,,1,7
Purupolku,,1,8
Puskantie,,1,59
Rajalantie,,11,190
Ramppi,,1,
Rantamäen Haara,,79,
Rantatie,,7,24
Rastipolku,,1,5
Ratsukuja,,3,10
Riihikuja,,8,
Riihivainio,,1,4
Rinnetie,,5,11
Ristimäenkuja,,1,5
Ritamäentie,,11,219
Saarentie,,27,140
Salmelantie,,1,9
Samelinkuja,,4,8
Saratie,,2,8
Satulasepänkuja,,1,6
Savelankuja,,1,4
Savelantie,,2,
Savimontuntie,,3,5
Seinäjoentie,,1,329
Sikakyläntie,,81,811
Sivupellontie,,1,14
Soirinkuja,,1,7
Stiginpolku,,2,
Takalaisentie,,15,400
Talantie,,1,7
Tampereentie,,1,210
Tarpisentie,,3,11
Tenavatie,,1,4
Tiemestarintie,,1,88
Tiilimurskantie,,2,21
Tiinkalliontie,,1,8
Toinilankuja,,1,7
Tokerotie,,400,656
Torikuja,,1,11
Trikookuja,,3,5
Tupakkimäentie,,1,6
Tupakkitie,,3,6
Uunontie,,7,
Vaasantie,,210,390
Vainiotie,,1,3
Vanhankirkonmäentie,,1,24
Vanhankirkontie,,1,5
Varusentie,,1,15
Vesalantie,,31,35
Viikerinkuja,,1,8
Viirintie,,25,41
Viitasalontie,,20,38
Viitatie,,1,22
Virnalantie,,168,
Vuohiluomantie,,11,146
Väisäläntie,,1,88
Välihallintie,,177,
Yli-Rajalantie,,5,252
Yliniementie,,1,133
Yrityskuja,,3,
Äkseerikuja,,56,173
