street_fi,street_sv,lono,hino
Aapontie,,1,6
Ahertajantie,,4,8
Ainontie,,1,4
Allintie,,1,6
Alvonhaara,,7,
Alvonpolku,,5,91
Alvonrantatie,,30,36
Alvontie,,40,152
Buffalontie,,2,9
Eerikintie,,1,5
Eerontie,,1,6
Erkintie,,1,3
Erolantie,,1,11
Erstankaari,,1,11
Erstantie,,1,24
Eskolantie,,20,
Eskontie,,1,6
Haavikontie,,3,
Hannantie,,1,19
Harakantie,,1,3
Haravakyläntie,,2,197
Heikintie,,2,19
Heinjoentie,,58,240
Heinämaantie,,1183,1630
Hepolankuja,,1,9
Hepolantie,,3,22
Herneniementie,,11,
Hiidentie,,2,10
Hokkaranlenkki,,89,316
Hokkarantie,,15,163
Hopeapolku,,2,
Hopeatie,,2,5
Huikontie,,75,
Huvilatie,,1,11
Härhöjoentie,,10,33
Ilolantie,,11,107
Janintie,,6,
Japanintie,,4,
Jarskintie,,10,
Juhonpolku,,4,35
Jukolantie,,2,6
Jussintie,,1,6
Kaakkurintie,,1,6
Kaariontie,,6,
Kaarlontie,,1,6
Kalenpolku,,3,5
Kalentie,,8,21
Kalevantie,,5,28
Kalliojärventie,,46,56
Kalliokumpu,,14,42
Kalliometsäntie,,23,81
Kankaantie,,5,71
Kannastie,,6,72
Karpintie,,2,14
Kasvikuja,,1,8
Kertunpolku,,1,12
Kiesitie,,1,12
Kiirunantie,,8,18
Kiiskentie,,3,19
Kimosenkuja,,5,11
Kiurunkuja,,3,16
Kiuruntie,,1,110
Kivakuja,,1,6
Koiskalantie,,589,770
Koivukuja,,40,104
Kokkilantie,,2,24
Koritie,,1,14
Korvenojantie,,7,237
Kraatarintie,,1,9
Kreetantie,,1,6
Kuhantie,,4,10
Kukkasjärventie,,6,265
Kukkaspolku,,13,19
Kulmatie,,2,7
Kumparetie,,2,8
Kuoppatie,,1,5
Kuovitie,,1,6
Kurenniityntie,,1,78
Kurenojantie,,2,48
Kurenpellontie,,2,6
Kurenpolku,,1,95
Kuukkelintie,,1,8
Kuusamantie,,1,16
Kylätie,,1,16
Kynätie,,1,6
Kyynäränkuja,,17,20
Kyynäränraitti,,,
Kyynäräntie,,15,
Käenpolku,,1,11
Käpytie,,1,36
Kärkjärventie,,23,
Kärrytie,,1,7
Lahtisenkuja,,1,
Lahtisentie,,8,120
Lampolantie,,36,98
Lankilantie,,418,956
Lastaustie,,2,4
Latikkakallio,,1,7
Laulurastaantie,,13,20
Lehtistentie,,1,5
Lehtokuja,,11,31
Leipätie,,40,70
Leivonpolku,,1,12
Leontie,,1,3
Lepikkotie,,7,9
Lepotie,,1,10
Liimatie,,4,
Lintukuja,,1,7
Lintulaaksontie,,1,20
Lintumäentie,,4,6
Lokinpolku,,1,9
Louhentie,,3,5
Luhtasaarentie,,20,
Lupiinikuja,,2,6
Lupiinitie,,1,12
Lyytinraitti,,5,9
Lähdeniityntie,,40,
Lähdetie,,2,21
Lähteläntie,,2,41
Majakkatie,,2,
Makasiinitie,,10,
Mannerheimintie,,50,118
Mansikkatie,,2,16
Marjatie,,2,
Martintie,,1,12
Marttilantie,,13,136
Metsotie,,1,8
Metsälinnuntie,,73,
Miekantie,,18,26
Mikkolantie,,1,
Monttutie,,2,
Mustarastaantie,,13,
Muturintie,,24,67
Mäkipellontie,,16,70
Natsatie,,3,5
Nenäksenkuja,,23,48
Neulatie,,4,6
Niilontie,,1,11
Niskatie,,4,8
Notkontie,,52,333
Närhentie,,2,5
Ojatie,,3,31
Okatie,,22,24
Oksatie,,9,
Onnintie,,7,10
Ostostie,,1,
Paavontie,,2,16
Pajutie,,1,16
Palettitie,,2,80
Palkokalliontie,,13,83
Palokuja,,3,
Palotie,,2,11
Peiponpolku,,1,11
Pekanpolku,,16,18
Peltolantie,,3,11
Peltovieru,,4,35
Pensuontie,,15,364
Pentintie,,3,
Penttiläntie,,35,
Pesäkuja,,6,
Pihlajatie,,1,25
Pihtiläntie,,22,78
Piianpolku,,1,17
Piipputie,,1,4
Pitkäkalliontie,,7,61
Poikkitie,,1,13
Poste Restante,,,
Puolamäentie,,1,96
Putkinotkontie,,20,
Pyytie,,1,4
Päivärinteentie,,2,4
Pääskynpolku,,1,10
Rajalantie,,1,199
Rajamäenkuja,,2,12
Rajamäenpolku,,11,26
Rajamäentie,,9,45
Rajapolku,,2,18
Rantatie,,1,29
Rekitie,,2,22
Rengintie,,1,12
Restotie,,1,12
Revontie,,1,10
Riihipolku,,1,5
Ristikankaantie,,251,
Ristitie,,1,11
Ritomäenkuja,,1,3
Ritomäentie,,2,4
Ruusulantie,,7,243
Rönsytie,,1,4
Sammontie,,3,7
Sampsantie,,1,6
Santalantie,,1,3
Saustantie,,4,32
Sepänkuja,,2,8
Sepänpuisto,,2,6
Sepäntie,,1,7
Sieponpolku,,1,11
Silkkikuja,,,
Silkkitie,,6,
Silmutie,,3,5
Sirkunpolku,,1,12
Sivellintie,,1,17
Sivitie,,1,3
Sulkioimenkuja,,20,72
Suopursuntie,,1,6
Suotie,,3,5
Suppalantie,,1,42
Syreenitie,,6,18
Taavilantie,,1,25
Taavinharjuntie,,1,25
Taidetie,,3,11
Taimitie,,1,
Takatie,,24,
Takojantie,,1,17
Tammentie,,2,40
Tarhatie,,1,3
Taulutie,,1,
Teollisuustie,,1,22
Teuvontie,,1,17
Tikanpolku,,1,12
Tiklinpolku,,1,16
Tilhenpolku,,1,9
Toivolantie,,4,38
Tuhkamäentie,,2,
Tuhkatie,,1,9
Tuomarintie,,2,24
Tuomelantie,,25,210
Tuomipihlajantie,,1,13
Tyllinpolku,,1,6
Ukontie,,1,4
Vaakatie,,18,
Vaarnatie,,2,60
Vahteristontie,,1,4
Valotie,,1,22
Vanhankartanontie,,8,38
Vappulanmetsäntie,,5,
Vappulantie,,5,52
Veikontie,,1,4
Venlantie,,1,14
Verstaskuja,,,
Verstastie,,1,3
Vesikalliontie,,5,11
Vihtorintie,,2,25
Vilintie,,1,4
Villähteentie,,74,690
Vuorimännyntie,,2,7
Välitie,,3,
Västiläntie,,28,40
Yhdyspolku,,4,
Yhdystie,,2,34
Yrjöntie,,1,9
