street_fi,street_sv,lono,hino
Aittakari,,9,39
Haarikkaantie,,2,207
Helmitie,,2,
Huhtatie,,1,196
Itärannantie,,3,181
Kettulantie,,111,290
Koskoontie,,4,100
Kuusamatie,,1,3
Kylänalasentie,,3,245
Lammaskalliontie,,3,70
Nummenalasentie,,7,121
Oksjärventie,,200,230
Peltoniementie,,38,578
Perikkaan Rantatie,,31,99
Pirtinkari,,109,151
Pirtintie,,2,86
Pöytäkari,,22,36
Seljapolku,,15,20
Sullantie,,51,
Suopellontie,,,
Toravan Huvilatie,,72,174
Toravantie,,26,373
Tuomitie,,1,8
Vareksenpääntie,,41,64
Varesjärventie,,479,570
