street_fi,street_sv,lono,hino
Arvinniementie,,43,106
Autioniementie,,107,132
Eteläpääntie,,10,198
Hakulanniementie,,14,210
Hiekkaniementie,,84,290
Hovintie,,98,113
Kalliolahdentie,,91,141
Karhurannantie,,14,246
Kiviahontie,,19,61
Kolmannensaarentie,,30,277
Koronniementie,,55,55
Lehtovaarantie,,69,160
Lengonniementie,,98,156
Muorinpurontie,,3,61
Myllypurontie,,5,108
Nevalanpääntie,,38,603
Paalasmaantie,,1042,1534
Pahkaniementie,,22,312
Pietulanniementie,,17,
Rajalantie,,10,171
Saarenpääntie,,2,214
Saunalahdentie,,37,76
Selkolantie,,158,356
Syvänniementie,,57,77
Talvitie,,12,144
Tommonlahdentie,,136,186
Torvisenpääntie,,132,342
Unilahdentie,,28,90
Univaarantie,,63,
