street_fi,street_sv,lono,hino
Haavikkoahontie,,2,40
Inhankoskentie,,23,69
Inhantehtaantie,,470,482
Jokivarrentie,,13,47
Kalliojärventie,,58,
Kansanahontie,,11,49
Koskitie,,2,13
Koulunraitti,,25,
Kukkeenkyläntie,,165,343
Nousunlahdentie,,15,352
Nousunniementie,,80,92
Peuramäentie,,35,593
Ranta-Ahontie,,39,258
Ruukintie,,8,29
Saarikyläntie,,21,908
Salonsillantie,,10,56
Salontie,,8,10
Sauna-Ahontie,,239,
Sepänahontie,,8,93
Siiriläntie,,1,17
Takomontie,,8,94
Vaajakallionpolku,,14,22
Vaajakalliontie,,76,76
Väinänniementie,,47,
