street_fi,street_sv,lono,hino
Björkbodantie,Björkbodavägen,248,541
Björkhemintie,Björkhemsvägen,5,180
Bodängintie,Bodängsvägen,11,371
Bofallintie,Bofallsvägen,36,
Galtarbyntie,Galtarbyvägen,85,310
Granlidenintie,Granlidsvägen,29,51
Hyddanintie,Hyddavägen,2,30
Jerikontie,Jerikovägen,242,350
Kanttiksentie,Kanttisvägen,2,31
Kapteenintie,Kaptensvägen,10,33
Keskustie,Centralvägen,2,20
Kobbölentie,Kobbölevägen,24,59
Metsäkaari,Skogssvängen,14,16
Niittypolku,Ängstået,5,
Nårrgårdintie,Norrgårdsvägen,10,
Pajantie,Smedjevägen,14,18
Puusepänkaari,Snickarssvängen,6,29
Pörtsnäsintie,Pörtsnäsvägen,10,160
Sahakaari,Sågsvängen,11,137
Solbackankaari,Solbackasvängen,5,30
Tallbackan Polku,Tallbackatået,9,11
Tappontie,Tappovägen,35,139
Tontunmäentie,Tomtekullavägen,2,27
Torpantie,Torpvägen,51,
Uudisrakentajantie,Nybyggarvägen,2,40
Vatthagantie,Vatthagavägen,60,
Vidkärrintie,Vidkärrsvägen,6,
Västanfjärdintie,Västanfjärdsvägen,400,822
Östanåntie,Östanåvägen,2,450
