street_fi,street_sv,lono,hino
Ahavantie,,3,5
Akkaniementie,,2,10
Annintie,,1,10
Asikontie,,3,35
Enanniementie,,3,68
Eskonlammentie,,3,5
Harkonjoentie,,2,50
Heinoniementie,,,
Hiekanpääntie,,14,17
Hiekkaniementie,,2,13
Hiekkasolantie,,4,6
Hiiskoskentie,,21,33
Himontie,,6,74
Hirvolanniementie,,2,16
Honkaniementie,,4,11
Hornansaarentie,,2,6
Huvitie,,1,7
Imatrantie,,136,
Iso-Häkkö,,1,
Joensuuntie,,98,232
Jouhenvaarantie,,4,31
Jätösvuorentie,,2,10
Kalliolahdentie,,3,5
Kalliolantie,,2,16
Kangassalmentie,,8,22
Kantatie,,2,142
Karistajantie,,2,17
Kartanontie,,1,20
Kaskesniementie,,3,27
Keskihiekantie,,4,20
Kiukuunniementie,,9,11
Kivisalmentie,,4,14
Kohosentie,,1,11
Koivikontie,,1,8
Koivikontie Rak,,,
Kokkoahontie,,1,38
Kontiolansalontie,,10,32
Kontiovaarantie,,3,14
Kotamäentie,,2,4
Kotasaarentie,,1,5
Kotiniementie,,7,
Kotirannantie,,2,10
Kuusikkolantie,,1,9
Laitoskuja,,2,4
Lammentie,,2,34
Lamminrannantie,,4,44
Lampelantie,,9,19
Leinovaarantie,,4,48
Lepikontie,,9,14
Louhikorventie,,3,32
Louhirannantie,,4,11
Majatalontie,,4,18
Makohvinniementie,,2,10
Mikonniementie,,1,9
Musikanniementie,,2,
Myhkyrä,,1,
Myllyniemi,,4,
Myllytie,,,
Mäsäläntie,,2,8
Nivungintie,,4,47
Nuottiniementie,,7,13
Nuttulahdentie,,6,16
Olkkolanlahdentie,,2,8
Pajarilantie,,2,4
Pajarinniementie,,1,
Pakkasentie,,1,6
Papinniementie,,10,96
Pesäniementie,,4,10
Pihakuja,,3,7
Pihlajamäentie,,4,14
Piiranniementie,,4,10
Pirttilahdentie,,1,61
Pirttiniementie,,3,10
Pohjoinen Pajarintie,,1,
Puhoslahdentie,,2,28
Puhossalontie,,1,97
Puistikontie,,2,2
Päivärannantie,,2,8
Pölkkymäentie,,3,21
Riihiniementie,,2,14
Rinnetie,,2,16
Ritolahdentie,,3,25
Ritopääntie,,2,33
Saarekkeentie,,12,
Saihonlahdentie,,4,10
Salmenrannantie,,5,11
Saunalahdentie,,,
Saunarannantie,,1,23
Savilahdenniementie,,1,1
Siikalahdentie,,8,38
Sokanniementie,,1,11
Suuri Pehessaari,,1,8
Suvannontie,,2,6
Syrjäsalmentie,,1,17
Tappuniementie,,1,12
Tasapääntie,,5,58
Telikkalahdentie,,13,17
Teollisuustie,,8,27
Tiensivuntie,,2,8
Turkinkannantie,,5,11
Usvatie,,3,
Vaaralantie,,2,6
Vanhatie,,20,41
Varistie,,1,17
Varvinniementie,,1,7
Vuorentie,,3,
