street_fi,street_sv,lono,hino
Ainonkatu,,8,18
Alttarikivenkatu,,1,3
Annikinkatu,,2,23
Halosenrinne,,2,7
Harvonkatu,,1,3
Ilmarisenkatu,,1,39
Ilokallionkatu,,3,31
Joukahaisenkatu,,1,8
Kalervonkatu,,1,
Kannelkatu,,6,10
Karjalantie,,3,30
Kerhokuja,,8,
Kerhotie,,12,
Kivelänkatu,,1,23
Kullervonkatu,,1,44
Kyrönniemenkatu,,4,29
Kyrönniemenkuja,,1,13
Lahdenmäki,,2,10
Lapinkatu,,3,12
Lemminkäisenkatu,,1,54
Linnansalmenkatu,,1,20
Linnansalmenkuja,,1,3
Louhenkatu,,8,14
Lypsyniemenkatu,,2,5
Majakkaniemi,,25,38
Metsäkonttorinkuja,,6,
Metsäkonttorintie,,3,13
Miekkoniemenkatu,,2,
Muurikinkuja,,4,
Niemenkatu,,2,
Otavankatu,,2,10
Panunkatu,,4,64
Pohjolankatu,,2,19
Pohjolantie,,,
Poste Restante,,,
Punkaharjuntie,,1,
Rajalahdenkatu,,4,
Rajatie,,1,8
Sammonkatu,,13,61
Sariolanpolku,,,
Schaumanin Tehtaat,,,
Schaumanintie,,1,10
Seponkatu,,2,22
Simasalonkatu,,2,12
Turjankatu,,1,1
Tuulikinkatu,,1,5
Tuurinkatu,,1,17
Urheilupolku,,,
Vasamankatu,,1,18
Vetehisenkatu,,4,46
Vienankatu,,12,61
Vipusenkatu,,1,12
Vipusenkuja,,6,
Vironkatu,,22,52
Vuoksenkatu,,2,10
