street_fi,street_sv,lono,hino
Aittatie,,1,6
Ammeenmäentie,,85,
Anttilanraitti,,31,
Aravaniityntie,,1,5
Aravaranta,,,
Arotie,,2,14
Autotyöntie,,40,
Einontie,,1,3
Favenintie,,19,166
Haapapolku,,10,10
Haavistontie,,1,23
Hakojantie,,18,355
Haltijamäki,,,
Hannuntie,,14,
Harryntie,,3,5
Hautaantie,,60,
Hevoshaantie,,1,4
Hillerinpolku,,1,3
Hovilantie,,5,247
Hölimäentie,,12,100
Inkerintie,,1,5
Isoniityntie,,9,39
Jahkajantie,,70,90
Jokirannantie,,10,
Jokiveräjäntie,,3,10
Kaislarannantie,,27,51
Kaislaranta,,29,
Kapeakankaantie,,10,40
Karhuntie,,10,78
Kellaritie,,1,6
Kentäntie,,,
Ketunpolku,,44,65
Kierikantie,,29,220
Kirkkotie,,4,604
Kivipolku,,1,
Koivutie,,1,21
Koppalantie,,2,230
Kotiniva,,22,
Koulukuja,,4,
Koulutie,,1,9
Kujalanraitti,,47,190
Kuntopolku,,7,
Kuusikontie,,1,6
Kylmäkoskentie,,1,179
Kylmäkoski,,,
Kärpänkivenraitti,,2,10
Kärpänkiventie,,2,6
Lampikuja,,4,20
Laurilantie,,10,
Lehtitie,,2,
Lehtoniityntie,,17,
Lepomäentie,,215,
Luhtitie,,2,80
Lumikonpolku,,1,3
Maijalankulma,,41,159
Maijantie,,1,
Matintie,,1,
Murronraitti,,10,240
Mäentie,,1,10
Mäkipolku,,1,6
Niittykulmantie,,49,
Niitynkulmantie,,1,150
Nummitie,,1,
Ojantaustantie,,12,20
Oksalantie,,8,10
Olavintie,,11,
Onnelanpolku,,60,
Onniantie,,9,
Pajamäentie,,6,
Pajukoskentie,,6,42
Pajukurkuntie,,42,196
Pauantie,,5,120
Pietiläntie,,,
Pihlajarinne,,5,15
Pläsintie,,12,54
Poutalantie,,11,298
Puistotie,,1,20
Raidistonraitti,,13,34
Rantaraitti,,1,16
Riihipolku,,1,3
Riihitie,,1,13
Rinnepolku,,1,4
Rinnetie,,2,16
Runkantie,,5,146
Saarikontie,,8,28
Savikoskentie,,281,1051
Savikoski,,,
Saviniementie,,49,219
Seppäläntie,,19,
Simolanniityntie,,11,78
Soiluntie,,79,265
Sotkiantie,,9,281
Suomelantie,,15,55
Taipale,,,
Taipaleentie,,520,1475
Taivaltie,,2,67
Tampereenväylä,,984,1276
Teollisuustie,,3,7
Tipurintie,,22,124
Urpontie,,1,6
Vanha Maantie,,2,129
Vanhatie,,1,3
Varsapolku,,3,5
Vetikontie,,51,911
Vähäläntie,,11,
Välimäki,,,
Yrittäjäntie,,1,6
Yrjöntie,,1,
