street_fi,street_sv,lono,hino
Erkintaival,,1,3
Halttulantie,,,
Hepovaarantie,,27,
Hänniläntie,,3,7
Ikosenmäentie,,3,7
Kiurusaarentie,,17,19
Kiviharjuntie,,1,3
Kopolankaari,,2,5
Kopolantie,,,
Koukunniementie,,1,
Lammasvaarantie,,307,
Lamminpääntie,,2,12
Lampilantie,,3,8
Lappeenrannantie,,90,171
Lehtolantie,,,
Lepola-Kermolantie,,16,44
Leveäkiventie,,1,29
Lähemäentie,,3,5
Marjoniementie,,1,31
Mikonmäentie,,1,
Myllyjoentie,,3,32
Myllypurontie,,2,14
Mäkrävaarantie,,3,5
Piiloriihentie,,2,16
Pohjukanmäentie,,4,
Poikkisillantie,,2,4
Pulkkilanmäki,,1,3
Rajamäentie,,1,6
Rajavaarantie,,1,498
Ristlahdentie,,1,31
Ruokkeentie,,,
Rutalahti,,3,5
Salmelantie,,7,17
Särkäntie,,3,6
Tetrisuontie,,1,7
Uukuniementie,,9,
