street_fi,street_sv,lono,hino
Aallontie,,11,23
Aamoksentie,,1,23
Aholantie,,2,71
Ahteensuuntie,,,
Alatie,,27,
Alhonkuja,,1,98
Anna-Marinpolku,,2,9
Annantie,,2,39
Antinojantie,,123,
Etelärinteentie,,15,23
Eveliinanpolku,,2,4
Forssantie,,228,469
Hanttulantie,,9,181
Harjulantie,,1,75
Hauniontie,,317,
Hevosraitti,,10,
Hirsimäentie,,3,25
Hollinkorventie,,30,32
Honkalantie,,2,23
Hossintie,,3,5
Huiskarintie,,2,40
Hyrsynkulmantie,,2,972
Ilveskalliontie,,23,64
Isokuja,,2,15
Isoniituntie,,631,802
Jaakkolantie,,2,190
Jokitie,,2,
Jyvämäentie,,16,258
Kaahintie,,32,199
Kalkkimäentie,,9,170
Kallaistentie,,10,28
Kallenpolku,,2,3
Karjunsuontie,,43,73
Karrinmäentie,,1,218
Kartanonkuja,,10,20
Kartanonkyläntie,,6,420
Kartanonmäki,,,
Katajamäentie,,1,35
Kerhotie,,8,14
Keskikyläntie,,14,131
Kiurunpolku,,1,
Kiusalantie,,1,5
Kivenkorvantie,,7,328
Kivirasintie,,43,326
Kivistöntie,,2,
Koskentie,,13,652
Kujalantie,,5,
Kujatie,,1,103
Kuovinkuja,,25,35
Kurjenmäentie,,2,38
Kurjentie,,3,27
Kuusimäentie,,21,39
Kuusjoentie,,37,356
Käkimäentie,,3,147
Käpälintie,,31,242
Kärppäsaarentie,,34,132
Köllintie,,20,76
Lassilantie,,9,135
Laurilantie,,4,52
Lehtimäenkulmantie,,30,187
Lehtolantie,,26,150
Leiritie,,12,52
Lemeläntie,,1,8
Lepolantie,,2,17
Leppäkorventie,,1,197
Lepäntie,,3,7
Levänmäentie,,20,129
Leväntie,,2,170
Liljanpolku,,4,
Lingontie,,61,139
Loimaantie,,51,446
Lukkarinkuja,,1,6
Löyttyntie,,3,89
Maijanpolku,,1,12
Mannistentie,,2,582
Mattilantie,,17,55
Mttk Hevostalouden Tutkimusase,,,
Muuntajantie,,1,5
Myllymäentie,,19,71
Mäenpääntie,,3,32
Männiköntie,,9,23
Mäntypolku,,1,3
Mätiköntie,,49,190
Naiminpolku,,6,
Niilonpolku,,1,7
Opistontie,,9,16
Paavolantie,,38,139
Pajatie,,1,11
Palikkalantie,,14,325
Papalintie,,1,33
Papinkuja,,1,
Pappilanmäentie,,3,12
Pekankuja,,3,9
Pentintie,,4,
Perttulantie,,2,57
Pertuntie,,1,8
Peräläntie,,50,78
Pihkurintie,,53,125
Pohjankulmantie,,33,161
Porrasmäentie,,41,65
Poste Restante,,,
Poukkasillantie,,,
Pummintie,,25,54
Pyssymäentie,,1,7
Päivöläntie,,6,130
Rajalahdentie,,183,209
Rajatie,,1,27
Rantatie,,3,14
Rasiojantie,,1,6
Rassintie,,2,
Ratsastajantie,,2,14
Ratsumestarinraitti,,10,25
Rauhalantie,,1,1
Raviradantie,,,
Rekolantie,,10,78
Ristikuja,,2,4
Ruokosuontie,,84,503
Ruonantie,,135,230
Saarentie,,2,101
Saarikontie,,47,310
Savikontie,,22,61
Siittolanmäentie,,6,36
Simontie,,1,3
Soinintie,,2,17
Soukanseljäntie,,53,173
Suntionpolku,,1,5
Suokulmantie,,19,224
Suorannantie,,35,47
Sököpolku,,1,
Tallikuja,,,
Tolmintie,,2,8
Toltintie,,2,15
Turtolanpolku,,1,6
Turuntie,,8,893
Uitontie,,63,283
Uotilantie,,2,14
Urheilutie,,2,
Varsanojantie,,1,513
Veikonpolku,,3,
Vellinkimäentie,,11,361
Vähäsuontie,,4,155
Ypäjänkyläntie,,69,426
