street_fi,street_sv,lono,hino
Aminoffinkuja,,1,13
Aurinkorinne,,11,15
Aurinkotie,,11,23
Franssilankuja,,1,
Franssilantie,,4,9
Furuhjelminkuja,,2,8
Graniittipolku,,2,14
Haapatie,,1,18
Harjutie,,1,15
Hattarantie,,1,5
Helatie,,2,20
Helenantie,,5,63
Hirvipellontie,,11,30
Honkatie,,1,50
Huhdintie,,1,137
Iltaruskonkuja,,1,11
Jokirannantie,,9,11
Jussila,,,
Jussilantie,,1,61
Järvitie,,4,44
Kaartotie,,1,46
Kaitapolku,,2,18
Kanttorintie,,1,13
Kappalaisenkaari,,1,27
Keskitie,,2,12
Kevätniitynkuja,,1,10
Kiveliöntie,,6,29
Kivikkotie,,1,27
Klingsporintie,,1,18
Koivutie,,1,11
Korvenperäntie,,14,66
Kukkakedonkuja,,1,
Kulmatie,,1,42
Kuusitie,,1,17
Kuutie,,25,
Lahdensivuntie,,10,153
Lakolammentie,,1,14
Lakotie,,1,25
Lampipolku,,5,15
Lampitie,,1,4
Laureenintie,,1,5
Lehtiraitti,,20,45
Lehtotie,,3,5
Leppätie,,2,30
Linnunlaulunkuja,,1,10
Lorukuja,,2,9
Mellijärventie,,5,15
Miilumäentie,,14,46
Mustijärventie,,25,33
Mutkatie,,1,16
Mäkitie,,2,10
Mäntytie,,1,20
Nappoistentie,,1,163
Nevastie,,4,41
Nilskintie,,116,
Notkotie,,10,21
Ojarannantie,,13,19
Opastinkuja,,1,12
Pastorinkaari,,1,26
Peltotie,,3,14
Persontie,,63,
Perähaantie,,24,165
Pesäkuja,,1,6
Pitkätie,,1,45
Porrastie,,3,17
Poste Restante,,,
Puistotie,,2,17
Purotie,,1,6
Pysäkkitie,,2,48
Päivänkuja,,1,12
Rahkatie,,15,
Ratavartijantie,,4,6
Runosepontie,,1,7
Ruutanantie,,619,1049
Rästintie,,1,6
Saapaskaari,,1,18
Saappaanpohjanpolku,,16,
Saappaanpohjantie,,29,
Salolantie,,5,7
Salotie,,2,12
Sarastuksentie,,1,17
Sateenkaari,,12,22
Satusedäntie,,1,22
Savikontie,,3,49
Savimäenkuja,,2,6
Savipellontie,,2,7
Semaforinkuja,,5,9
Seurakunnantie,,2,21
Siperiantie,,1,173
Sorvatie,,4,
Suvituulentie,,1,16
Tallarinmäentie,,1,
Tuomitie,,1,19
Törmätie,,1,18
Usvakuja,,1,6
Vekalammentie,,1,26
Verkkosaari,,12,14
Virekuja,,1,10
Viserryskuja,,1,11
Välitie,,1,62
Ylätie,,1,9
