street_fi,street_sv,lono,hino
Akonniementie,,200,
Asemankulma,,,
Harjula,,,
Hiekkaharju,,,
Hiesjärventie,,141,
Hiiesjärventie,,43,
Hiieskylä,,,
Hiislahdentie,,70,
Hirvireitti,,38,
Honkaniementie,,2,191
Humalatie,,,
Huutovuorentie,,3,23
Härköjoentie,,30,32
Hörönmäentie,,153,200
Jahtipolku,,2,8
Jokelantie,,32,47
Jänismäentie,,91,256
Kalajärventie,,24,240
Kartunrannantie,,4,96
Kaskilantie,,44,
Kattila-Ahontie,,560,709
Ketotie,,1,6
Kirjavalatie,,109,736
Kolikkoinmäki,,,
Konnuntie,,22,
Kortteenlahdentie,,11,21
Kovero,,3,
Koverontie,,9,257
Kulmala,,,
Kultakangas,,,
Kultakivi,,2,
Kultakuja,,6,10
Kultalahti,,,
Kultalampi,,,
Kultametsä,,,
Kultaniemi,,,
Kultarinne,,,
Kyläsepäntie,,1,19
Laaksotie,,4,16
Lahnalammentie,,79,
Lamminnotkontie,,13,65
Laurilantie,,21,29
Leikkikentänkuja,,5,
Linnaniementie,,16,416
Metsäpelto,,,
Metsäpirtintie,,15,25
Multalammentie,,30,176
Mustajärventie,,145,245
Mäkitie,,1,10
Niittytie,,1,8
Palkinniementie,,71,77
Peltokuja,,1,3
Peltomäentie,,,
Puistola,,,
Putikontie,,4,43
Päiväkuja,,2,4
Rajanotko,,,
Rajanotkontie,,15,37
Rantajärventie,,36,156
Rantakummuntie,,24,
Repokiventie,,52,90
Ristiniementie,,53,87
Ruhvananjärventie,,,
Ruhvananmäentie,,113,
Räkönmäki,,,
Saarijärvenpolku,,59,71
Sahatie,,2,38
Salilammentie,,41,286
Saunamäentie,,20,160
Savonlinnantie,,782,1678
Siekaleenranta,,23,71
Siirtolantie,,25,56
Sorvasrannantie,,99,399
Suokuja,,,
Särkilahdentie,,25,362
Taipaleentie,,3,148
Terveystie,,1,15
Umpikuja,,1,5
Vanha Viipurintie,,8,543
Vanhatie,,170,572
Vannetie,,1,5
Vapasentie,,43,55
Veikkola,,,
Ylätalontie,,15,47
