street_fi,street_sv,lono,hino
Aartamantie,,26,28
Ahertajantie,,4,16
Ahjotie,,1,11
Ahotie,,11,14
Ahvenpolku,,7,23
Alasinkuja,,2,10
Brahentie,,1,55
Dunckerintie,,1,21
Forsströmintie,,1,10
Haikolantie,,11,221
Hankataipaleentie,,23,56
Hartikkala,,,
Hartikkalantie,,53,396
Haukkavuorenraitti,,28,113
Heikintie,,43,81
Heikkilänkyläntie,,100,518
Heinämäentie,,10,111
Hermanninmäki,,28,
Herukantie,,2,10
Hietasentie,,896,1613
Hollituvantie,,1,7
Homenokantie,,28,44
Honkarannantie,,40,133
Hunnikkalantie,,4,46
Huumonrinne,,1,5
Huumontie,,4,267
Hytintie,,38,53
Hämeliinintie,,54,
Joutsentie,,2,
Juurilahdenkuja,,14,22
Juurilahdentie,,1,46
Juurisalmentie,,30,
Jänssintie,,102,
Järvelänkuja,,25,51
Jääkärinkuja,,4,
Kaapontie,,1,4
Kaaritie,,1,30
Kaatmäentie,,48,156
Kaipialantie,,36,82
Kaisa Pöyryn Tie,,1,26
Kaitajärventie,,69,297
Kaiuttie,,30,60
Kalliopolku,,11,54
Katajamäentie,,7,30
Katariinantie,,1,13
Kaunikintie,,1,5
Kautialantie,,5,126
Keikanniementie,,96,100
Kelkkavuorentie,,10,133
Ketveleentie,,23,427
Ketveniementie,,11,99
Kievarintie,,1,14
Kilosaarentie,,27,51
Kilpikoskentie,,8,24
Kinnuntie,,38,214
Kirjokinkuja,,2,6
Kissalammentie,,1,37
Kitereentie,,1,167
Kivisahdintie,,40,177
Koivakkalantie,,1279,1390
Koivulantie,,65,242
Korholantie,,20,96
Korppivuorentie,,2,210
Kortelahdentie,,10,
Korttelitie,,1,4
Koskenahontie,,24,76
Kosoniementie,,4,178
Kosontie,,11,80
Kotamäentie,,6,58
Kotipellontie,,77,
Kotvelontie,,3,87
Kristiinantie,,1,28
Kuikanpellontie,,56,
Kuohuvantie,,21,152
Kuomiokoskentie,,98,
Kuomiomäentie,,106,106
Kuomionpääntie,,2,231
Kurvilantie,,8,214
Kökönlahdentie,,53,101
Kököntie,,21,267
Laiduntie,,1,14
Lamminmäentie,,27,109
Lappeenrannantie,,48,237
Latvajärventie,,51,
Laurikkalantie,,14,197
Lavusjärventie,,3,59
Lemmikintie,,1,6
Levälahdentie,,15,202
Linnaniementie,,2,54
Linnantie,,1,10
Lintuharjuntie,,32,63
Lipantie,,2,6
Louhentie,,15,85
Luhtasentie,,51,85
Lukkosaarentie,,4,153
Lähteläntie,,27,75
Löydöntie,,7,62
Majakalliontie,,21,80
Mansikintie,,3,36
Mart-Heikkiläntie,,2,
Maununkuja,,1,3
Metelintie,,17,50
Metiäisniementie,,149,
Mieluanniementie,,51,93
Mieluantie,,21,407
Muotintie,,21,84
Mustikintie,,1,20
Mustikkaniementie,,29,120
Muurikinkuja,,2,4
Muurikintie,,6,30
Mäkelänkyläntie,,105,175
Mäkitie,,3,38
Mäntyharjuntie,,3,1196
Mäntylänkuja,,25,171
Naaraniementie,,36,150
Neulalahdentie,,43,134
Niemlammentie,,3,
Niittykaarre,,1,15
Niittypolku,,,
Nuottaniementie,,20,48
Omakotitie,,1,24
Omapellontie,,79,
Opinahjo,,,
Otto V. Fieandtin Tie,,3,51
Pajakaarre,,1,20
Pajapolku,,20,42
Palavantie,,39,53
Palopellontie,,90,124
Parjakalliontie,,10,152
Parjalammentie,,8,48
Parkatniementie,,57,91
Parkkilantie,,290,315
Paroniementie,,10,44
Pelimannintie,,1,
Peltolanraitti,,39,
Pesälahdentie,,43,51
Pettiläntie,,120,261
Pietarintie,,4,6
Pihlasmäentie,,7,50
Pikkaantie,,53,
Pirttipohjantie,,44,97
Ponnantie,,1,26
Porrassuontie,,54,183
Poste Restante,,,
Puimalanpolku,,11,
Puistopolku,,3,11
Puntalantie,,17,209
Puuskankankaantie,,4,312
Puustellintie,,16,22
Pyöräsalmentie,,30,105
Päiväniemenkuja,,4,52
Päiväniementie,,97,175
Pökkäänranta,,1,4
Pökkääntie,,8,63
Pöyrypohjantie,,19,43
Raivolahdentie,,17,171
Rajatie,,1,4
Rantakalliontie,,25,49
Ratakuja,,118,144
Rauduntie,,1,12
Rauhalantie,,49,88
Riihikaarre,,1,22
Riihikallionkuja,,1,12
Rivikuja,,3,
Roiskontie,,3,117
Rummintie,,68,182
Ruskealammintie,,36,212
Ruunaniementie,,63,
Rätyksentie,,100,165
Saarilehdontie,,46,112
Saimaantie,,3,15
Salakkamäentie,,2,41
Salmelankuja,,12,32
Salmijärvenkuja,,24,168
Salonsaarentie,,,
Sattilantie,,723,1036
Sentraalintie,,3,
Sepäntie,,4,8
Simolanraitti,,7,32
Simolantie,,26,657
Soijoniementie,,126,176
Sopenlehdontie,,40,50
Suojoentie,,36,167
Suontie,,17,17
Susiniemenraitti,,50,
Suurlahdentie,,278,1653
Suvirannantie,,14,18
Tajasentie,,36,40
Takojantie,,2,10
Tappikuja,,8,
Telkontie,,139,
Tiitus-Matintie,,4,
Torikuja,,4,
Tuderuksentie,,2,7
Tuomilahdentie,,15,
Tuuvantie,,1,13
Tyrynlahdentie,,153,153
Tyvikuja,,1,14
Uitonsuontie,,36,100
Uusi Ristiinantie,,177,191
Valtasaarentie,,2,7
Vanha Suurlahdentie,,1,11
Varkaantaipaleentie,,3,196
Vasarakuja,,1,6
Vattusaarentie,,32,66
Vehkolammentie,,29,125
Vesitornintie,,1,9
Vesterintie,,18,60
Vitiäisentie,,68,110
Voudintie,,8,12
Väinöläntie,,25,51
Välskärinkuja,,1,6
Yrittäjäntie,,3,
Yrjönkuja,,1,8
Yövedentie,,5,569
