street_fi,street_sv,lono,hino
Aholantie,,5,22
Ainola,,,
Ameriikantie,,1,4
Amerikantie,,2,4
Halmevalkamantie,,3,116
Hankalantie,,30,
Hartikantie,,2,7
Hasantie,,49,53
Haukantaival,,1,
Hintikankatu,,7,20
Honkalankatu,,2,37
Honkaniementie,,59,126
Honkapohjantie,,1,7
Höökinkatu,,1,17
Jokelantie,,3,100
Jukanpolku,,5,27
Kirjavaisentie,,13,31
Kotkantaival,,2,6
Kurjentaival,,1,7
Leinosenkatu,,4,6
Lähdeahontie,,2,73
Majalankatu,,1,30
Martinpolku,,4,12
Metsätähdentie,,4,20
Mortinkatu,,6,19
Mustalahdentie,,26,
Mustaniemenraitti,,9,
Mustaniementie,,26,420
Onnelantie,,5,120
Oskarintie,,25,27
Partioniementie,,34,34
Petäjäniementie,,,
Pienkorventie,,65,67
Pihlajatie,,1,4
Pirttilahdentie,,48,112
Pitkälahdenranta,,8,30
Pitkälahdentie,,8,136
Porttilankatu,,3,13
Rajakatu,,4,21
Rantamäenpolku,,3,9
Riutanpolku,,2,12
Ruotintie,,20,800
Savujoentie,,12,38
Sorrintie,,2,44
Syvälahdentie,,10,1140
Uusi-Honkala,,,
