street_fi,street_sv,lono,hino
Aisakatu,,1,9
Aseveljenkuja,,1,12
Haulipussi,,2,28
Hietasenkatu,,1,17
Honkajoenkaari,,1,12
Insinöörinkatu,,1,12
Jalaskatu,,1,12
Jotos,,4,8
Justeerinkatu,,1,28
Juurestie,,,
Jääkärintie,,1,9
Kaislakallio,,2,4
Karjalanharjuntie,,1,5
Karkialammentie,,1,8
Karkialampi,,,
Karkialinna,,,
Kokkokallionkuja,,1,7
Kokkovuorentie,,2,10
Koskelankatu,,2,4
Kuula,,1,8
Kympinkatu,,3,
Lammionkuja,,1,
Lanttumäki,,1,6
Lentokentänkatu,,2,19
Lotankuja,,1,6
Luoti,,2,10
Marssitie,,,
Mukulapolku,,1,15
Mutterinaukio,,1,10
Mäkelänkuja,,,
Mäkilänrinne,,2,6
Määtänkuja,,1,6
Naurisrinne,,1,4
Norontie,,1,12
Paloaukionpolku,,,
Perunapolku,,2,10
Pomonkatu,,2,4
Porkkanapolku,,1,14
Potero,,1,4
Rahikaisenkuja,,3,5
Rahtitie,,1,9
Rekikatu,,,
Rintamamiehentie,,1,5
Rivitalo,,2,
Rokanrinne,,4,22
Sannastinlaakso,,1,6
Selleririnne,,1,9
Siirtolaisentie,,1,6
Soppajono,,2,6
Sorvarinkatu,,1,
Sotilaantie,,4,
Soturinkuja,,5,
Suentassu,,2,7
Takojankatu,,1,5
Tenholahdentie,,1,38
Timpurinkatu,,6,13
Tuntemattomantie,,2,14
Turnipsipolku,,1,6
Tyrjäntie,,8,22
Työmiehenkatu,,2,5
Vanhalankuja,,2,8
Veteraaninkuja,,1,4
Viirilänkuja,,1,8
Vuolingonkatu,,6,
Yhdystie,,1,11
