street_fi,street_sv,lono,hino
Ahjokuja,,1,
Alaisen-Sappiontie,,79,
Alakuja,,2,6
Alatie,,1,29
Alkulantie,,1,10
Ansapolku,,1,3
Apajatie,,33,105
Autiontie,,51,110
Haapakyläntie,,413,
Haavistontie,,139,149
Hakakuja,,1,4
Hankasaarentie,,46,
Hankkiontie,,2,11
Hankolantie,,2,40
Harjuntie,,58,110
Hauinlahdentie,,9,151
Hauskamaantie,,5,49
Hautakyläntie,,58,60
Hautojärventie,,124,190
Hautoniementie,,54,87
Hiekkarannantie,,21,33
Hilatie,,3,13
Hilmantie,,1,7
Holkonkyläntie,,,
Honkiniementie,,83,150
Härkösentie,,19,50
Hömmönmäentie,,1,17
Hömmöntie,,18,22
Inhantie,,5,36
Itä-Peränteentie,,92,850
Itä-Ähtärintie,,90,2779
Jaakonkuja,,1,10
Jokenkuja,,1,
Junilantie,,4,12
Kaijantie,,33,520
Kaivokuja,,3,7
Kallentie,,3,5
Kalliokuja,,1,
Kalliotie,,2,13
Kantalantie,,4,7
Karvalahdentie,,25,
Karvaniemenpolku,,33,
Kaukolankuja,,1,3
Kaukolantie,,6,217
Kehäkankaantie,,13,113
Kellomäentie,,23,46
Kellukkakuja,,3,
Keskisentie,,44,
Keskuskuja,,3,
Kesäniementie,,3,326
Kiertotie,,1,8
Kievarinkuja,,3,7
Kievarintie,,1,20
Kiikkalantie,,30,89
Kimingintie,,41,
Kinkerikuja,,2,
Kirkkotie,,1,12
Kisällintie,,1,
Kitinsaarentie,,133,
Kiurukuja,,1,20
Kiviahontie,,149,656
Kivikkokuja,,1,4
Kivimäentie,,4,54
Koppelokuja,,1,12
Korsukuja,,2,14
Koulukuja,,3,
Koulutie,,1,19
Kujalantie,,8,14
Kukkeenkyläntie,,1,74
Kumpulanniementie,,13,
Kuoppanevantie,,24,
Kuovikuja,,1,6
Kurppakuja,,1,6
Kuusikuja,,1,10
Kuusimäentie,,1,3
Kylmäkorventie,,131,151
Kyntöläntie,,10,218
Kytökuja,,1,8
