street_fi,street_sv,lono,hino
Autiorannantie,,59,91
Haapalehdontie,,44,
Heinistöntie,,31,
Hylkirannantie,,,
Joentakasentie,,50,120
Jokirannantie,,11,
Järvikyläntie,,419,852
Kakkostie,,342,480
Kallentie,,,
Kansanopistontie,,287,289
Kolmostie,,388,
Koppelontie,,350,
Korpelantie,,2,902
Korpisentie,,181,
Käännäntie,,136,
Lahtelantie,,11,78
Levonperäntie,,840,1526
Piilolantie,,16,54
Pikkukoskentie,,44,
Puralantie,,51,183
Purjesaarentie,,10,261
Puskaperäntie,,4,183
Runkotie,,449,
Räisälänmäentie,,54,717
Silmälammintie,,47,146
Tevanantie,,29,328
Vehkasentie,,84,130
Vesanperäntie,,59,
