street_fi,street_sv,lono,hino
Aamutähti,Morgonstjärnan,2,10
Friisilänraitti,Frisansstråket,1,8
Friisiläntie,Frisansvägen,1,56
Friisinkalliontie,Frisbergsvägen,4,
Friisinkuja,Frisgränden,1,7
Friisinniitty,Frisängen,1,14
Friisinniityntie,Frisängsvägen,1,36
Holmanmäentie,Holmbacksvägen,1,15
Holmanmäki,Holmbacken,1,10
Holmanniitty,Holmängen,1,
Holmanniitynkuja,Holmängsgränden,2,23
Holmanpää,Holmändan,1,13
Iltatähti,Aftonstjärnan,2,13
Kalastajantie,Fiskarvägen,3,
Kivitie,Stenvägen,1,35
Koukkutie,Krokvägen,1,28
Kuitinmäentie,Kvisbackavägen,26,31
Latotie,Laduvägen,1,9
Nuolirinne,Pilbranten,1,7
Nuolitie,Pilvägen,1,57
Pihatörmä,Gårdsbrinken,1,6
Piispanmäenkuja,Biskopsbacksgränden,1,6
Piispanmäentie,Biskopsbacksvägen,1,9
Piispanportti,Biskopsporten,1,13
Piispantilankuja,Biskopshemmansgränden,1,6
Piispantilantie,Biskopshemmansvägen,1,9
Tähdenlennonkuja,Stjärnfallsgränden,1,32
Tähdenlennontie,Stjärnfallsvägen,2,65
Tähtikalliontie,Stjärnbergsvägen,2,30
