street_fi,street_sv,lono,hino
Hiirenkorvankuja,Mössörsgränden,1,12
Kalevalantie,Kalevalavägen,3,5
Kanneljärventie,Kanneljärvivägen,2,16
Keijumäki,Älvbacken,1,6
Keijuniityntie,Älvängsvägen,2,5
Kivennavankuja,Kivinebbsgränden,1,16
Kivennavantie,Kivinebbsvägen,3,34
Koivukeppi,Björkkäppen,2,5
Koivunkanto,Björkstubben,1,10
Koivunkonkelo,Björkkroken,3,9
Koivunlehväkuja,Björkkvistgränden,1,8
Koivunrunko,Björkstammen,2,10
Koivusyrjä,Björkliden,1,27
Koivuviidantie,Björkdungevägen,1,32
Koivuviita,Björkdungen,1,14
Kontti,Konten,2,4
Kuuterseläntie,Kuuterselkävägen,1,3
Lehti,Lövet,3,5
Loimukoivunkuja,Flambjörksgränden,1,9
Louhenkuja,Louhigränden,1,4
Louhentie,Louhivägen,1,24
Maarinrannantie,Marstrandsvägen,1,11
Mahlakuja,Savgränden,1,12
Mahlarinne,Savbrinken,2,22
Metsänneidonkuja,Skogsjungfrugränden,4,12
Metsänpojankuja,Skogsmansgränden,1,7
Metsäpirtintie,Metsäpirttivägen,1,21
Piilopolku,Gömstigen,3,6
Rauduntie,Rautusvägen,1,42
Rauduskoivunkuja,Vårtbjörksgränden,1,8
Riippakoivunkuja,Hängbjörksgränden,1,15
Riippakoivuntie,Hängbjörksvägen,1,28
Sepontie,Smedsvägen,1,4
Suotorpantie,Mosstorpsvägen,15,21
Takojantie,Smidarvägen,1,6
Terijoentie,Terijokivägen,1,23
Tietäjäntie,Siarvägen,2,17
Tuohikuja,Nävergränden,2,11
Tuohimäki,Näverbacken,1,7
Tuohivirsu,Näverskon,1,6
Tuulenpesä,Markvasten,1,6
Ukonvaaja,Åskpilen,1,6
Urpu,Hänget,4,7
Uudenkirkontie,Nykyrkovägen,1,16
Vaisalantie,Vaisalavägen,1,11
Valkjärventie,Valkjärvivägen,1,21
Vemmelsäärentie,Långskanksvägen,2,6
Visakoivunkuja,Masurbjörksgränden,1,19
Visakoivuntie,Masurbjörksvägen,1,25
Visamäki,Masurbacken,3,5
