street_fi,street_sv,lono,hino
Aholaidantie,,1,5
Ahorannantie,,1,10
Ahtolankatu,,1,9
Ainonkatu,,2,15
Annikinkatu,,1,11
Asikaisentie,,1,4
Eerikkäläntie,,1,28
Haralantie,,4,6
Haravakatu,,2,
Hiiliruukinkatu,,1,8
Hyväriläntie,,2,28
Iiksenjoentie,,3,16
Iiksenkaari,,1,5
Iiksenportti,,1,14
Iiksenrinne,,1,12
Iiksensuuntie,,1,23
Iiksenvaarantie,,2,44
Ilmarisenkatu,,1,26
Ilmattarenpolku,,3,10
Ilomantsintie,,4,598
Innantie,,1,39
Ivontie,,3,7
Joukahaisenkatu,,1,10
Jousikatu,,1,17
Juhonkuja,,1,24
Junnunkuja,,1,17
Jussilanmutka,,1,7
Jussilantie,,3,12
Jännekatu,,1,13
Kalervonkatu,,1,7
Kannelkatu,,1,22
Karhikuja,,1,8
Karsikonkatu,,1,16
Kaskitie,,2,13
Kassimäenpolku,,1,
Kehrätie,,1,27
Keihäskatu,,1,13
Kettuvaarantie,,16,132
Ketunpesäntie,,1,29
Kimmontie,,1,5
Kissamäentie,,2,24
Konttiniementie,,3,6
Kulhontie,,6,72
Kumpulanraitti,,2,10
Kuokkakuja,,3,5
Kyllikinkatu,,1,18
Laihotie,,1,12
Lapinkatu,,1,12
Lemminkäisenkatu,,1,10
Lepikkoahonkuja,,2,6
Lepikkoahontie,,1,11
Lohkotie,,1,11
Louhentie,,1,4
Luotolankatu,,1,8
Lypsytarhantie,,2,12
Marjatankatu,,3,8
Mattilantie,,1,32
Metsolankatu,,1,17
Mielikinkatu,,1,31
Nuolitie,,1,4
Nyyrikinkatu,,3,42
Ojalehdontie,,1,
Oksalankatu,,2,25
Oksojankuja,,1,7
Oksojantie,,15,
Orastie,,1,14
Pajakatu,,1,6
Palstatie,,1,11
Pappilantie,,2,4
Pekkalankatu,,7,7
Peltotilkuntie,,2,8
Perälänraitti,,4,6
Pihaportintie,,1,9
Pohjolankatu,,4,52
Purolantie,,2,
Pyörretie,,1,18
Päivölänkatu,,1,15
Rantalankuja,,1,5
Ropposenkuja,,3,
Rukkitie,,1,26
Sampsantie,,1,6
Sariolankatu,,1,21
Sommelokuja,,1,
Sommelotie,,1,33
Sukkulatie,,1,22
Säilätie,,1,5
Takalantie,,1,12
Tellervonkatu,,1,3
Tiluskaari,,3,11
Tolpontie,,1,13
Turjankatu,,1,14
Tuulikinkatu,,1,27
Tähkätie,,1,16
Tähtelänkatu,,1,7
Untamonkatu,,1,11
Vaaksantie,,4,7
Valkamantie,,1,25
Variksenpolku,,1,14
Varstakuja,,6,10
Vasamakatu,,1,12
Vekarakatu,,1,24
Vellamontie,,1,7
Vemmelkatu,,1,17
Vipusenkatu,,,
Vipusentie,,1,4
Väinämöisenkatu,,2,39
Värttinäpolku,,4,
Värttinätie,,2,40
